"Provider_Number","Location","County","Address","City","State","Zip","MailingAddress","MailingCity","MailingState","MailingZip","Email","Phone","LicenseCapacity","Operation_Months","Operation_Days","Hours_Open","Hours_Close","Infant_0_To_12mos","Toddler_13mos_To_2yrs","Preschool_3yrs_To_4yrs","Pre_K_Served","School_Age_5yrs_Plus","Ages_Other_Than_Pre_K_Served","CAPS_Enrolled","Has_Evening_Care","Has_Drop_In_Care","Has_School_Age_Summer_Care","Has_Transport_ToFrom_School","Has_Transport_ToFrom_Home","Has_Cacfp","Accreditation_Status","Program_Type","Provider_Type","Exemption_Category","Available_PreK_Slots","Funded_PreK_Slots","QR_Participant","QR_Rated","QR_Rating","Region","IsTemporarilyClosed","TemporaryClosure_StartDate","TemporaryClosure_EndDate","CurrentProgramStatus"
"FR-66256","Hunt, Delois","Gwinnett","3440 Cameo court","Snellville","GA","30039","3440 Cameo court","Snellville","GA","30039","deloishunt@gmail.com","(404) 483-3510","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:00 PM","7:00 PM","False","False","False","False","True","True","True","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","NE","False","","","Open"
"FR-9900105099","Hunt, Mary B.","McDuffie","125 PITTS STREET, S.E.","Thomson","GA","30824","125 Pitts Street Se.","Thomson","GA","30824","hunt7837@gmail.com","(706) 466-3071","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA","6:00 AM","6:00 PM","True","True","True","False","True","True","True","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","3","CE","False","","","Open"
"FR-68536","Hunt, Phoenix","Harris","1006 Green Ridge Rd","Cataula","GA","31804","1006 Green Ridge Rd","Cataula","GA","31804","Phoenixreed0334@gmail.com","(706) 325-5854","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","5:00 PM","True","True","True","False","False","True","False","False","True","False","False","False","False","","Family Child Care Learning Home","FCCLH","","N/A","","False","False","","CW","False","","","Open"
"DOD-1024","Hunter Army Airfield Child Development Services (Bldg 8805)","Chatham","2599 South Perimeter Rd.","Savannah","GA","31409","2599 South Perimeter Rd.","Savannah","GA","31409","gladys.n.johnson-thomas.naf@army.mil","(912) 315-9008","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","False","False","False","NAEYC","Department of Defense","DOD","","80","80","False","False","","SE","False","","","Open"
"FR-66215","Hunter, Kentaia ","Brooks","70 Meadow Lark Rd","Valdosta","GA","31602","70 Meadow Lark Rd","Valdosta","GA","31602","kent.will.1523@gmail.com","(229) 561-1523","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","5:30 AM","6:00 PM","True","True","True","False","True","True","True","False","True","False","False","False","False","","Family Child Care Learning Home","FCCLH","","N/A","","True","False","","SW","False","","","Open"
"FR-53315","Hunter, Kitrinia D","Bibb","1363 Tristram Circle","Macon","GA","31220","1363 Tristram Circle","Macon","GA","31220","Trinaskidscare@gmail.com","(478) 297-1613","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","False","True","True","True","True","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","SW","False","","","Open"
"LSS-1299","Huntley Hills Elementary","DeKalb","2112 Seaman Circle","Chamblee","GA","30341","2112 Seaman Circle","Chamblee","GA","30341","mia_d_ford@dekalbschoolsga.org","(678) 676-7402","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS","Local School System","LSS","","4","40","False","False","","CE","False","","","Open"
"FR-000004694","Huston, Carla M","Jones","3543 CONFEDERATE DRIVE","Macon","GA","31211","3543 CONFEDERATE DRIVE","MACON","GA","31211","thehustons211@yahoo.com","(478) 745-5871","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA,SU","7:00 AM","7:00 PM","False","True","True","False","True","True","False","False","False","True","False","False","False","","Family Child Care Learning Home","FCCLH","","N/A","","False","False","","SE","False","","","Open"
"FR-000015271","Hutchens, Angelia M","Clarke","179 CATALPA WAY","Athens","GA","30601","179 CATALPA WAY","","GA","30601","ANGELIAHUTCHENS@AOL.COM","(706) 983-0387","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","5:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Family Child Care Learning Home","FCCLH","","N/A","","True","False","","NE","False","","","Open"
"FR-0000601609","Hutchins, Vanessa A","Fulton","215 SPRINGTREE COURT","College Park","GA","30349","215 Springtree Ct","Atlanta","GA","30349-4540","VKIDZ1@AOL.COM","(770) 262-6814","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","False","False","True","False","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","False","","NW","False","","","Open"
"LSS-1641","Hutchinson Elementary","Fulton","650 Cleveland Ave., SW","Atlanta","GA","30315-7904","650 Cleveland Ave., SW","Atlanta","GA","30315-7904","sbroadway@atlantapublicschools.us","(404) 802-7650","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","GAC","Local School System","LSS","","2","20","False","False","","NW","False","","","Open"
"FR-53719","Hymon, Jobreia M.","Chatham","20 Jasmine Court","Savannah","GA","31406","20 Jasmine Court","Savannah","GA","31406","astepaheadlearningacademy@gmail.com","(912) 600-9800","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","True","False","False","False","False","False","False","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","SE","False","","","Open"
"EX-47974","HYPE presented by The Henry Players","Henry","136 Hood Street","McDonough","GA","30253","1709 New Hope Road","Locust Grove","GA","30248","TheHenryPlayers@gmail.com","(770) 892-9906","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","9:00 AM","5:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SW","False","","","Open"
"EX-50870","I AM STEM Camp","Gwinnett","4768 Centerville Highway","Snellville","GA","30039","4768 Centerville Highway","Snellville","GA","30039","afcsnellfl@gmail.com","(770) 979-7277","","JUN","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NE","False","","","Open"
"EX-41181","I Beat A.L.L., Inc.","Fayette","1550 Senoia Road","Tyrone","GA","30290","1550 Senoia Road","Tyrone","GA","30290","ibeatall@gmail.com","(404) 921-2282","","JUN,JUL,AUG","MO,TU,WE,TH,FR","8:00 AM","5:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
"EX-44857","I Camp Summer Program","Fulton","2950 Sylvan Road","East Point","GA","30344","5507 Rosehall Place","Atlanta","GA","30349","icampgvcc14@gmail.com","(404) 767-6133","","JUN,JUL,AUG","MO,TU,WE,TH,FR","7:30 AM","5:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
"CCLC-49486","iAchieve Academy","DeKalb","3227 Midway Road","Decatur","GA","30032","3227 Midway Road","Decatur","GA","30032","iachieve2020@gmail.com","(404) 484-7779","70","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","False","True","True","True","False","True","False","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-55279","iCare @ EAV","DeKalb","428 Flat Shoals Ave. SE","Atlanta","GA","30316","428 Flat Shoals Ave. SE","Atlanta","GA","30316","kilby2003@gmail.com","(404) 240-3684","40","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","8:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","False","","CE","False","","","Open"
"CCLC-39336","ICare Child Development Center, LLC","DeKalb","7 Anniston Avenue","Atlanta","GA","30317","7 Anniston Avenue","Atlanta","GA","30317","Katrina@icarechildren.com","(404) 790-5655","54","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","CE","False","","","Open"
"EX-51427","Idea Lab Kids","Cobb","3150 Highlands Parkway, Southeast, Suite 109","Smyrna","GA","30082","3150 Highlands Parkway, Southeast, Suite 109","Smyrna","GA","30082","georgia-operations@idealabkids.com","(770) 694-6331","","JAN,APR,JUN,JUL,DEC","","7:30 AM","6:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
"EX-58710","iDiscover Camp","DeKalb","450 E Lake Drive","Decatur","GA","30030","450 E Lake Drive","Decatur","GA","30030","registration@decaturga.com","(404) 377-0494","","JUN,JUL","MO,TU,WE,TH,FR","","","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","CE","False","","","Open"
"EX-43715","Idle Hour Club Children's Programs","Bibb","251 Idle Hour Drive","Macon","GA","31210","251 Idle Hour Drive","Macon","GA","31210","bspires@idlehourclub.com","(478) 477-1724","","JUN,JUL,AUG","TU,WE,TH,FR","9:00 AM","4:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SW","False","","","Open"
"LSS-37","Idlewood Elementary","DeKalb","1484 Idlewood Rd.","Tucker","GA","30084","1484 Idlewood Rd.","Tucker","GA","30084","robin_elder@dekalbschoolsga.org","(678) 874-3202","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS","Local School System","LSS","","11","40","False","False","","CE","False","","","Open"
"EX-54658","Ignite Summer Youth Program","Chatham","2310 Causton Bluff Road","Savannah","GA","31404","2310 Causton Bluff Road","Savannah","GA","31404","ignitesummeryouth2310@gmail.com","(912) 228-8311","","JUN,JUL,AUG","MO,TU,WE,TH,FR","","","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SE","False","","","Open"
"CCLC-67502","Imaginarium Childcare and Learning Center","Crisp","2501 East 13th Ave","Cordele","GA","31015","2501 East 13th Ave","Cordele","GA","31015","lasouter@gmail.com","(229) 805-1984","31","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","5:30 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","SW","False","","","Open"
"CCLC-62289","Imagination Learning Station Inc.","Gwinnett","3380 Fence Rd","Dacula","GA","30019","3380 Fence Rd","Dacula","GA","30019","RENEE@WIZKIDS.INFO","(770) 410-8433","68","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA,SU","6:00 AM","11:59 PM","True","True","True","False","True","True","True","True","True","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NE","False","","","Open"
"CCLC-62311","Imagination Station Too","Muscogee","4601 Cargo Drive","Columbus","GA","31907","4601 Cargo Drive","Columbus","GA","31907","bee.lewis@brighthorizons.com","(706) 317-0227","240","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","5:30 AM","8:30 PM","True","True","True","True","True","True","True","False","True","False","True","False","False","","Child Care Learning Center","CCLC","","9","20","True","True","2","SW","False","","","Open"
"CCLC-48046","Imagination Zone Childcare & Early Learning Center","Newton","12710 Brown Bridge Road","Covington","GA","30016","3316A SOUTH COBB DRIVE, PMB #163","SMYRNA","GA","30080","imaginationzoneclc@gmail.com","(770) 786-8611","62","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","False","True","True","True","False","False","False","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","3","CE","False","","","Open"
"EX-66389","Imagine the View Preparatory, Inc.","Henry","819 Pavilion Court","McDonough","GA","30253","819 Pavilion Court","McDonough","GA","30253","admin@imaginetvp.org","(678) 978-1342","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","GAC","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SW","False","","","Open"
"EX-68003","Imagine the View Preparatory, Inc.","Henry","1375 Rock Quarry Road #103","Stockbridge","GA","30281","1375 Rock Quarry Road #103","Stockbridge","GA","30281","admin@imaginetvp.org","(678) 978-1342","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA","7:30 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","GAC","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SW","False","","","Open"
"EX-40071","IMHOTEP Academy","Fulton","667 Fairburn Road NW","Atlanta","GA","30331","555 Pickford Place","Atlanta","GA","30349","charltonharris@imhotepacademy.net","(404) 586-9595","","JUN,JUL,AUG","MO,TU,WE,TH,FR","8:00 AM","5:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
"EX-52910","Impact Church","Gwinnett","3594 Centerville Hwy","Snellville","GA","30039","3594 Centerville Hwy","Snellville","GA","30039","danderson@impactgwinnett.com","(770) 979-7079","","JUN,JUL","MO,TU,WE,TH,FR","","","False","False","False","False","False","False","False","False","False","False","True","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NE","False","","","Open"
"CCLC-68291","Impact Early Learning Academy","Cobb","6925 Mableton Parkway SE","Mableton","GA","30126","6925 Mableton Parkway SE","Mableton","GA","30126","info@impactela.org","(470) 588-6110","84","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","CW","False","","","Open"
"EX-44765","Impact Summer Camp","Gwinnett","2720 Centerville Highway","Snellville","GA","30078","P.O. Box 904","Snellville","GA","30078","dmurraysuccess@netzero.com","(770) 982-8221","","JUN,JUL","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NE","False","","","Open"
"CCLC-2059","In His Image Learning Center","Cobb","630 Kurt Drive","Marietta","GA","30008","630 Kurt Drive","Marietta","GA","30008","mdawkins210@gmail.com","(770) 434-3340","82","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","True","False","True","True","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CW","False","","","Open"
"EX-49050","In the City Camp, Inc.-Roswell Road","Fulton","6751 Roswell Road","Atlanta","GA","30328","2897 North Druid Hills","Atlanta","GA","30329","campoffice@inthecitycamp.org","(404) 698-1134","","JUL","MO,TU,WE,TH,FR","8:00 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","True","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
"EX-57049","In the City Camps - Glenwood Elem.","Decatur","440 E. Ponce de Leon Ave","Decatur","GA","30329","440 E. Ponce de Leon Ave","Decatur","GA","30329","eileen@inthecitycamps.org","(404) 698-1134","","JUN,JUL","MO,TU,WE,TH,FR","7:45 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SW","False","","","Open"
"EX-54897","In the Key of Dance Studio","Rockdale","1910 Highway 20 SE","Conyers","GA","30013","1910 Highway 20 SE","Conyers","GA","30013","keyofdancellc@gmail.com","(678) 806-5168","","JUN,JUL","MO,TU,WE,TH,FR","9:00 AM","12:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CE","False","","","Open"
"CCLC-48927","Incredible Kids","DeKalb","480 Clifton Street","Atlanta","GA","30316","1611 FlatShoals rd SE","Atlanta","GA","30316","director@ikidspca.com","(770) 875-0001","250","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:45 PM","6:00 PM","False","False","True","False","True","True","True","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-57105","Incredible Kids","Fulton","587 Candler Park Drive NE","Atlanta","GA","30307","586 Candler Park Drive NE","Atlanta","GA","30307","director@ikidspca.com","(404) 484-1621","293","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:15 PM","6:00 PM","False","False","True","False","True","True","True","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"EX-53329","Incredible Kids ","DeKalb","1231 Glenwood Ave SE","Atlanta","GA","30316","1231 Glenwood Ave. SE ","Atlanta","GA","30316","director@ikidspca.com","(770) 875-0001","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,OtherSchoolBreak","MO,TU,WE,TH,FR","7:30 AM","2:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CE","False","","","Open"
"CCLC-3207","Indelible Impressions Learning Center","Fulton","4245 Cascade Road, SW","Atlanta","GA","30331","4245 Cascade Rd. S.W.","Atlanta","GA","30331","Kirsten.hardy@indelibleimpressions.org","(404) 564-8509","100","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"LSS-1300","Indian Creek","DeKalb","724 N. Indian Creek Dr.","Clarkston","GA","30021","724 N. Indian Creek Dr.","Clarkston","GA","30021","monica_mclester@dekalbschoolsga.org","(678) 676-5702","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS","Local School System","LSS","","1","60","False","False","","CE","False","","","Open"
"LSS-32550","Indian Creek Elementary","Coffee","2033 GA Hwy 158","Douglas","GA","31533","2033 GA Hwy 158","Douglas","GA","31533","alan.chancey@coffee.k12.ga.us","(912) 393-1300","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS","Local School System","LSS","","5","60","False","False","","SE","False","","","Open"
"DOD-36949","Indianhead Child Development Center","Chattahoochee","Bldg. 2389, Indianhead Road","Fort Benning","GA","31905","6351 Indianhead Rd. Bldg#2389","Fort Benning","GA","31905","smckiesmith@yahoo.com","(706) 626-0673","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","5:30 AM","6:30 PM","True","True","True","False","False","True","False","False","False","False","False","False","True","NAEYC","Department of Defense","DOD","","N/A","","False","False","","SW","False","","","Open"
"CCLC-68516","inees's faithful steps learning center","Bibb","150 Sessions Dr","Macon","GA","31201","150 Sessions Dr","Macon","GA","31201","faithfulstepscenter@gmail.com","(478) 972-2550","45","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","9:00 PM","True","True","True","False","True","True","True","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","SW","False","","","Open"
"CCLC-714","Infinity Early Learning Academy","Fayette","1241 Robinson Rd.","Peachtree City","GA","30269","1241 Robinson Rd.","Peachtree City","GA","30269","k.williams@nfinit.net","(770) 631-3400","236","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:30 PM","True","True","True","True","True","True","True","False","False","True","True","False","False","","Child Care Learning Center","CCLC","","13","40","True","True","2","CW","False","","","Open"
"EX-39915","Ingleside Weekday Preschool","Bibb","834 Wimbish Road","Macon","GA","31210","834 Wimbish Road","Macon","GA","31210","jmitchell@ingleside.org","(478) 330-5115","","AUG,SEP","MO,TU,WE,TH,FR","8:30 AM","12:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SW","False","","","Open"
"LSS-1698","Ingram Pye Elementary School","Bibb","855 Anthony Road","Macon","GA","31204","855 Anthony Road","Macon","GA","31204","betty.anderson@bcsdk12.net","(478) 779-3000","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS","Local School System","LSS","","0","20","False","False","","SW","False","","","Open"
"LSS-25533","Inman Elementary","Fayette","677 Inman Road","Fayetteville","GA","30215","677 Inman Road","Fayetteville","GA","30215","nealis.emily@fcboe.org","(770) 460-3565","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS|GAC","Local School System","LSS","","0","40","False","False","","CW","False","","","Open"
"CCLC-3467","Inman Park Cooperative Preschool","Fulton","760 Edgewood Ave, NE","Atlanta","GA","30307","760 Edgewood Ave NE","Atlanta","GA","30307","lisa@ipcp.org","(404) 827-9796","71","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","8:00 AM","5:00 PM","False","True","True","False","False","True","False","False","False","True","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NW","False","","","Open"
"EX-47973","Inneractions Therapy Services, LLC","Fulton","9810 Medlock Bridge Road, B-101","Johns Creek","GA","30097","1640 Powers Ferry Road, 2-150","Marietta","GA","30067","info@myinneractions.com","(770) 726-9624","","JUN,JUL","MO,TU,WE,TH,FR","9:00 AM","4:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
"EX-48234","Inneractions Therapy Services, LLC","Cobb","1640 Powers Ferry Road, 2-150","Marietta","GA","30067","1640 Powers Ferry Road, 2-150","Marietta","GA","30067","alexis@myinneractions.com","(770) 726-9624","","JUN,JUL","MO,TU,WE,TH,FR","9:00 AM","4:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
"CCLC-57044","Innovative Minds Learning Center","Fulton","1235 Hightower Trail","Sandy Springs","GA","30350","1235 Hightower Trail","Sandy Springs","GA","30350","carla.hall@mhfh.org","(770) 609-0846","60","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","5:00 PM","True","True","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-518","Innovative Playskool Child Care","Clayton","887 Conley Rd.","Forest Park","GA","30297","887 Conley Rd.","Forest Park","GA","30297","playskoolcp@hotmail.com","(404) 363-1985","79","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA","6:00 AM","7:00 PM","True","True","True","True","True","True","True","False","True","True","False","False","True","","Child Care Learning Center","CCLC","","13","20","True","True","2","CW","False","","","Open"
"CCLC-67389","Innovators Trilingual Academy","Cobb","2590 Atlanta Road SE","Smyrna","GA","30080","2590 Atlanta Road SE","Smyrna","GA","30080","ITA@TRI-SCHOOL.COM","(770) 954-5771","25","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","3:30 PM","False","True","True","False","True","True","True","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","CW","False","","","Open"
"CCLC-66054","Inquisitive Mindz Learning Academy","Seminole","1206 East 7th Street","Donalsonville","GA","39845","1206 East 7th Street","Donalsonville","GA","39845","mindzimla25@gmail.com","(229) 524-8198","126","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA,SU","6:00 AM","6:00 PM","True","True","True","False","True","True","True","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","SW","False","","","Open"
"EX-46117","Inspired By Lewis","Cobb","2692 Sandy Plains Road Suite 2300 A","Marietta","GA","30066","3116 Big Shanty Trail","Marietta","GA","30066","inspiredbylewis@gmail.com","(770) 299-2913","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","8:00 AM","5:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
"EX-54369","Inspiring Engineers, Inc","Rockdale","939 Bank St. NE","Conyers","GA","30012","2241 Weatherstone Circle Southeast","Conyers","GA","30094","jaejae46@gmail.com","(470) 955-0960","","JUN,JUL,AUG","MO,TU,WE,TH,FR","","","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CE","False","","","Open"
