facility_id,locality,name,facility_type,license_type,capacity,ages,business_hours,administrator,subsidy,license_id
48118,Lynchburg,HumanKind - Lynchburg,Child Day Center,Two Year,109,Birth - 4 years 11 months,"7:30 am - 4:30 pm, Monday - Friday",Michelle Burnett,Yes,1109258
48123,Prince William,Nina Bowley,Family Day Home,One Year,12,1 year - 5 years 11 months,"7:30am - 6:00pm, Monday - Friday",,No,1110354
48127,Fairfax County,Roxana Memenza,Family Day Home,One Year,5,2 months - 12 years 11 months,"6:00am - 10:00pm, Monday - Saturday",,Yes,1110355
48145,Stafford,House of Victory Fredericksburg Church,Religious Exempt Child Day Center,Exempt,100,1 month - 4 years 11 months VDSS Contact: Christina Jones: (540) 340-2672,"6:00 am - 6:00 pm, Monday - Friday",Noreen Mcdowel,No,1106139
48154,Fairfax County,Korean Central Presbyterian Church,Religious Exempt Child Day Center,Exempt,200,1 year 4 months - 12 years 11 months VDSS Contact: Lynette A Storr: (703) 309-9153,"7:00 am - 6:00 pm, Monday - Friday",Jennifer Park,Yes,1106141
48155,Warren,Samantha Ruibal,Family Day Home,Two Year,5,Birth - 12 years 11 months,"8:00 a.m. - 5:30 PM, Monday - Friday",,Yes,1110358
48156,Prince William,St. Paul's Episcopal Church,Religious Exempt Child Day Center,Exempt,95,2 years 6 months - 6 years 11 months VDSS Contact: Shawanda Henderson: (540) 216-1434,"7:00 am - 5:00 pm, Monday - Friday",Christen Sanderson,No,1106142
48161,Buckingham,Deliverance Church of Christ #2,Religious Exempt Child Day Center,Exempt,50,1 month - 12 years 11 months VDSS Contact: Tara K Martin: (804) 588-2371,"6:00 AM - 6:00 PM, Monday - Friday",Ahsaki Jones,Yes,1106144
48163,York,Mitabahen Patel,Voluntary Registration Registration Duration: Two Year,,4,1 year - 12 years 11 months VDSS Contact: Cassie Anderson-Leichty: (757) 409-4668,"8:00 a.m. - 6:00 p.m., Monday - Friday",,No,"5685 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <!-- <a class=""facebook"" href=""https://www.linkedin.com/company/virg"
48171,Fairfax County,Rising Stars Day School,Child Day Center,Two Year,90,3 months - 12 years 11 months,"7:30am - 5:30pm, Monday - Friday",Valdineide Zelna,Yes,1109264
48179,Prince Edward,STEPS Head Start & Childcare,Child Day Center,Two Year,59,1 month - 5 years 11 months,"7:30 AM - 5:30 PM, Monday - Friday",Ms. Jessica Lehman,Yes,1109265
48183,Rockingham,Connections Early Learning Center,Child Day Center,Two Year,75,1 month - 12 years 11 months,"6:30 AM - 5:30 PM, Monday - Friday",Ms. Amanda Peters,Yes,1109267
48195,Arlington,YMCA Programs at Oakridge Elementary School,Short Term Child Day Center,Two Year,120,5 years - 12 years 11 months,"8:00 am - 6:00 pm, Monday - Friday",Timmirian Williams,No,1098132
48198,Falls Church City,Acton Academy Falls Church,Child Day Center,Two Year,40,3 years - 12 years 11 months,"7:45 AM - 5:30 pm, Monday - Friday",Barbra Jauregui Wurst,Yes,1109269
48200,Henrico,Betty Brown,Voluntary Registration Registration Duration: Two Year,,4,1 month - 12 years 11 months VDSS Contact: Nicole Jeffress: (804) 773-1847,"7:00 a.m. - 6:00 p.m., Monday - Friday",,No,"5687 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <!-- <a class=""facebook"" href=""https://www.linkedin.com/company/virginia-"
48220,Rockbridge,Young Men's Christian Assoc of Virginia's Blue Ridge -Lexington,Child Day Center,Two Year,72,1 month - 5 years 11 months,"7:30 AM - 5:30 PM, Monday - Friday",Gwendolyn Whitmore,Yes,1109276
48222,Fairfax County,Gloria Bernal de Franco,Family Day Home,Two Year,12,3 months - 12 years 11 months,"7:30 am - 5:00 pm, Monday - Friday",,Yes,1110362
48227,Alexandria,Wijdan Hasan,Family Day Home,Two Year,5,11 months - 5 years 11 months,"7:00 am - 4:00 pm, Monday - Friday",,Yes,1110366
48229,Chesterfield,The Goddard School - Woodlake,Child Day Center,Two Year,172,1 month - 12 years 11 months,"6:30 am - 6:00 pm, Monday-Friday (no weekends)",Emily Lapastora,Yes,1109278
48231,Harrisonburg,Appalachian Forest School LLC,Child Day Center,Two Year,30,2 years 6 months - 6 years 11 months,"9:00 AM - 3:00 PM, Monday - Thursday",Ms. Stephanie Lee,No,1109279
48235,Spotsylvania,Tiny Toes Creative Learning Center II,Child Day Center,Two Year,127,1 month - 12 years 11 months,"5:30 am - 6:30 pm, Monday - Friday",Sherlise Sawyer,Yes,1109280
48250,Albemarle,"Little Explorers Discovery School, LLC",Child Day Center,Two Year,50,1 month - 12 years 11 months,"8:00 AM - 5:30 PM, Monday - Friday",Ms. Christi Gillette,No,1109286
48256,Arlington,Wonder Kids Learning Center LLC,Child Day Center,Two Year,33,Birth - 12 years 11 months,"7:30am - 6:00pm, Monday - Friday",Paulina Enriquez,No,1109288
48262,Norfolk,Angela Ferebee,Family Day Home,Two Year,9,1 month - 12 years,"7am - 5pm, Monday - Friday",,Yes,1110373
48264,Prince William,Cornerstone Academy Day Center,Child Day Center,Two Year,79,2 years - 12 years 11 months,"6:00 am - 6:30 pm, Monday - Friday",Doborah Patten,Yes,1109290
48295,Prince William,Star Bethlehem Missionary Baptist Church,Religious Exempt Child Day Center,Exempt,40,1 month - 4 years 11 months VDSS Contact: Morgan Bryson: (540) 270-0057,"6:00 am - 6:30 pm, Monday - Friday",Monique Rucker,Yes,1106147
48324,Richmond City,Young Men's Christian Association of Greater Richmond-Bryce Lane,Child Day Center,Two Year,53,2 years - 5 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Josh Green,Yes,1109297
48336,Fairfax County,Falls Church Montessori,Child Day Center,Two Year,80,1 year - 6 years 11 months,"7am - 6pm, Monday - Friday",Nayana Ranasinghe,No,1109298
48338,Pulaski,Young Men's Christian Association of Pulaski County,Child Day Center,Two Year,75,1 month - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Melissa Breeden,Yes,1109300
48339,Fairfax County,Lucas Rainbow Bilingual Preschool II,Child Day Center,Two Year,74,4 months - 12 years 11 months,"7:00 am - 7:00 pm, Monday - Friday",Flor Brea,Yes,1109301
48346,Hanover,Young Men's Christian Association - Kersey Creek,Child Day Center,Two Year,100,4 years 9 months - 12 years 11 months,"2:30 p.m. - 6:00 p.m., Monday - Friday",Josh Green,Yes,1109302
48382,Alexandria,Fauzia Hasan Malik,Family Day Home,Two Year,9,3 months - 5 years 11 months,"7:30 am - 5:00 pm, Monday - Friday",,Yes,1110378
48386,Fairfax County,Sulma Elizabeth Mendez Reyes,Family Day Home,Two Year,5,Birth - 12 years 11 months,"6:00am - 12:00 am, Monday - Friday",,Yes,1110379
48433,Franklin City,Ms Donna Williams Boykins,Voluntary Registration Registration Duration: Two Year,,4,Birth - 12 years 11 months VDSS Contact: Anita Drewry: (757) 404-5261,"8:00am - 5:00pm, Monday - Friday",,Yes,5695
48479,Isle of Wight,"My Pumpkin Patch Preschool, LLC",Child Day Center,Two Year,39,2 years - 12 years 11 months,"7:00 AM - 5:30 PM, Monday - Friday",Marcie Cholewinski,No,1109304
48481,Rockingham,"Inspire, LLC",Child Day Center,Two Year,49,2 years 10 months - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Bridget Smith,Yes,1109305
48520,Prince William,Farzana Abrar,Family Day Home,Two Year,8,3 months - 7 years 11 months,"7:00 am - 7:00 pm, Monday - Friday",,Yes,1110380
48680,Chesapeake,The YMCA Of South Hampton Roads - Deep Creek Central,Child Day Center,Two Year,75,5 years - 12 years 11 months,"2:00pm - 6:00pm, Monday - Friday",Arieanna Erickson,Yes,1109306
48681,Chesapeake,YMCA of South Hampton Roads- Great Bridge Primary School,Child Day Center,Two Year,75,5 years - 12 years,"2:00 pm - 6:00 pm, Monday - Friday",Danae Rogers,Yes,1109307
48684,Richmond City,Tee Care 4 U Academy LLC,Child Day Center,Two Year,43,1 year 4 months - 12 years 11 months,"6:30 am - 5:30 pm, Monday - Friday",Lowanda Walker-Thomas,Yes,1109308
48685,Fairfax County,Assalla Hodges,Family Day Home,Two Year,12,1 month - 4 years 11 months,"7:30 AM - 5:30 PM, Monday - Friday",,No,1110381
48692,Henrico,Henrico Education Foundation - Short Pump,Child Day Center,Two Year,200,4 years 9 months - 12 years 11 months,"2:45 p.m. - 6:00 p.m., Monday - Friday",Daniel Jongleux,Yes,1109311
48694,Richmond City,Young Men's Christian Association - JL Francis,Child Day Center,Two Year,56,4 years 9 months - 12 years 11 months,"2:45 p.m. - 6:00 p.m., Monday - Friday",Josh Green,No,1109313
48695,Richmond City,Young Men's Christian Association of Greater Richmond - Cardinal,Child Day Center,Two Year,100,4 years 9 months - 12 years 11 months,"3:00 pm - 6:00 pm, Monday - Friday",Josh Green,No,1109314
48702,Fairfax County,Sarita Abad Moretti,Family Day Home,Two Year,12,3 months - 6 years 11 months,"7:00am - 6:00pm, Monday - Friday",,No,1110385
48704,Richmond City,Young Men's Christian Association - Elizabeth Redd,Child Day Center,Two Year,100,4 years 9 months - 12 years 11 months,"3:30 P.M. - 6:00pm, Monday - Friday",Josh Green,No,1109318
48705,Henrico,Young Men's Christian Association - Linwood Holton,Child Day Center,Two Year,130,4 years 9 months - 12 years 11 months,"2:45pm - 06:00 pm, Monday - Friday",Josh Green,No,1109319
48706,Richmond City,Young Men's Christian Association of Greater Richmond - Munford,Child Day Center,Two Year,100,4 years 9 months - 12 years 11 months,"2:45 pm - 6:00 pm, Monday - Friday",Josh Green,No,1109320
48723,Henrico,Henrico Education Foundation - Tuckahoe,Child Day Center,Two Year,200,4 years 9 months - 12 years 11 months,"2:15 p.m. - 6:00 p.m., Monday - Friday",Daniel Jongleux,Yes,1109323
48724,Henrico,LaSandra Rose,Family Day Home,Two Year,12,1 month - 12 years 11 months,"6:00 am - 6:00 pm, Monday - Friday",,No,1110387
48728,Henry,"The Family YMCA, Inc. Stanleytown",Child Day Center,Two Year,75,4 years - 12 years,"2:30 PM - 6:00 PM, Monday - Friday",Whitney Turner,Yes,1109325
48732,Prince William,Karter School of Gainesville,Child Day Center,Two Year,133,1 month - 12 years 11 months,"7:00 am - 6:00 pm, Monday - Friday",Micah Earle,Yes,1109328
48734,Fairfax County,Fiore Montessori II,Child Day Center,Two Year,150,Birth - 12 years 11 months,"7:30am - 6:00pm, Monday - Friday",Sailini Lohia,No,1109329
48735,Henrico,Henrico Education Foundation - Holladay,Child Day Center,Two Year,200,4 years 9 months - 12 years 11 months,"2:15 pm - 5:30pm, Monday - Friday",Daniel Jongleux,No,1109330
48737,Prince William,Firdous Bibi,Family Day Home,Two Year,12,Birth - 5 years 11 months,"7:00 am - 6:00 pm, Monday - Friday",,No,1110391
48738,James City,Ivy Paige,Voluntary Registration Registration Duration: Two Year,,4,1 year - 3 years 11 months VDSS Contact: Cassie Anderson-Leichty: (757) 409-4668,"8:00 a.m. - 5:00 p.m., Monday - Friday",,Yes,5696
48740,Alexandria,Leibin Oliva,Family Day Home,Two Year,5,Birth - 12 years 11 months,"6 am - 10 pm, Monday - Friday",,Yes,1110392
48741,Clarke,Powhatan School,Certified Pre-School,,12,4 years - 5 years 11 months VDSS Contact: Tiffany Sprouse: (804) 921-7688,"8:25 AM - 3:25 PM, Monday - Friday",Carson Roy,No,"49 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> --> Top Thank you for visiting. How was your experience? X --> <!-- E"
48742,Smyth,Tender Tots Learning Academy LLC,Child Day Center,Two Year,91,1 month - 12 years 11 months,"6:30 am - 5:30 pm, Monday - Friday",Rae-Gena Stanley,Yes,1109331
48743,Franklin County,Franklin County YMCA - Sontag,Child Day Center,Two Year,40,4 years - 12 years 11 months,"2:30 pm - 6:00 pm, Monday - Friday",Sheena Shelton,Yes,1109332
48752,Roanoke City,Young Men's Christian Assoc of Virginia's Blue Ridge - Monterey,Child Day Center,Two Year,70,4 years - 12 years 11 months,"2:00PM - 6:00PM, Monday - Friday",Brandon Duncan,Yes,1109336
48754,Gloucester,Grand Kids,Child Day Center,Two Year,96,1 month - 12 years 11 months,"6:00 am - 6:00 pm, Monday - Friday",Mr Queantin Fuller,Yes,1109338
48756,Frederick,Trisha Shanholtz,Family Day Home,Three Year,12,2 months - 12 years 11 months,"6:00 AM - 6:00 PM, Monday - Friday",,No,1110394
48764,Hampton,"Mom's Tot Spot Child Development Center, LLC- III",Child Day Center,Two Year,88,5 years - 12 years 11 months,"2:30pm - 6:00pm, Monday - Friday",Ms Tiffany Barber,Yes,1109340
48765,Lynchburg,Hill City Montessori School,Child Day Center,Two Year,75,Birth - 12 years 11 months,"7:30 AM - 5:30 PM, Monday - Friday",Kathleen Stafford,Yes,1109341
48772,Fairfax County,Celebree School of Reston,Child Day Center,Two Year,169,1 month - 12 years 11 months,"6:30am - 6:30pm, Monday - Friday",Josephine Johnson,Yes,1109345
48775,Carroll,Carroll County Enrichment Program,Child Day Center,Two Year,80,4 years 11 months - 12 years 11 months,"3:30pm - 5:45pm, Monday - Friday",Allyson Taylor,Yes,1109347
48776,Henrico,Let's Be a Kid Childcare Center,Child Day Center,Two Year,29,2 months - 12 years 11 months,"7:30 am - 6:00 pm, Monday - Friday",Yoqueta Bamba,Yes,1109348
48781,Fairfax County,Sumithra Bataduuwage,Local Ordinance Approved FDH,,,,,Sumithra Bataduuwage,Yes,905
48783,Roanoke City,Young Men's Christian Assoc of Virginia's Blue Ridge -Grandin Ct,Child Day Center,Two Year,75,4 years - 12 years 11 months,"2:00 PM - 6:00 PM, Monday - Friday",Brandon Duncan,Yes,1109349
48789,Roanoke County,Community Advent Christian Church,Religious Exempt Child Day Center,Exempt,100,1 year 6 months - 5 years 11 months VDSS Contact: Shanae Vaughn: (276) 608-4267,"7:30 AM - 4:30 PM, Monday - Friday",Shawna Kingery,No,1106152
48794,Loudoun,La Petite Academy - Leesburg,Child Day Center,Two Year,158,1 month - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Asmita Tyagi,Yes,1109353
48795,Virginia Beach,Lecrea Westmoreland,Family Day Home,Two Year,12,2 years - 5 years,"6:00am - 6:00pm, Monday - Friday",,No,1110399
48801,Prince William,Strong Foundation Academy II,Child Day Center,Two Year,67,1 year 4 months - 12 years 11 months,"7:30 am - 5:00 pm, Monday - Friday",Marlene Nasri,No,1109354
48802,Prince William,Everbrook Academy of Ridgefield,Child Day Center,Two Year,156,1 month - 12 years 11 months,"6:30 am - 6:30 pm, Monday - Friday",Kelly Barnebee,Yes,1109355
48804,Chesapeake,Hickory United Methodist Church,Religious Exempt Child Day Center,Exempt,75,5 years - 11 years 11 months VDSS Contact: Rene Old: (757) 404-1784,"6:00 am - 6:00 pm, Monday - Friday",Ms. Susan R Coard,No,"1106153 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> --> Top <img src=""/globalimage/f"
48805,Prince William,Maria Barroso,Voluntary Registration Registration Duration: Two Year,,4,1 year - 12 years 11 months VDSS Contact: Morgan Bryson: (540) 270-0057,"7:00 am - 5:00 pm, Monday - Friday",,No,"5702 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> <!-- <a class=""facebook"" href=""https://www.linkedin.com/company/virgini"
48806,Roanoke City,Young Men's Christian Assoc of Virginia's Blue Ridge-Highland Pk,Child Day Center,Two Year,75,3 years - 12 years 11 months,"1:30PM - 6:00PM, Monday - Friday",Brandon Duncan,Yes,1109356
48807,Smyth,Grace Christian Academy,Religious Exempt Child Day Center,Exempt,100,1 month - 12 years 11 months VDSS Contact: Angela Farmer: (276) 608-2283,"7:15 AM - 5:15 PM, Monday - Friday",Lori Deel,Yes,1106154
48808,Fairfax County,Primrose School of Chantilly,Child Day Center,Two Year,196,1 month - 12 years 11 months,"7:00 am - 6:00pm, Monday - Friday",Hema Patel,Yes,1109357
48817,Virginia Beach,Alexis Morales-Cruz,Family Day Home,Two Year,8,1 month - 12 years 11 months,"6am - 6pm, Monday - Friday",,No,1110400
48824,Chesterfield,Banner Christian School,Certified Pre-School,,12,4 years - 5 years 11 months VDSS Contact: Tara Barton: (804) 381-8487,"8:00am - 6:00pm, Monday - Friday",Kathy Ivill,No,"50 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> --> Top Thank you for visiting. How was your experience? X --> --> --> -->"
48827,Chesterfield,Bon Air KinderCare,Child Day Center,Two Year,146,1 month - 12 years 11 months,"6:30 a.m. - 6:30 p.m., Monday - Friday",Joshua Blakey,No,1109359
48829,Chesterfield,Deloshier Greene,Family Day Home,One Year,12,1 year 6 months - 12 years 11 months,"7:30 am - 5:30 pm, Monday - Friday",,Yes,1110402
48830,Petersburg,Young Men's Christian Association of Greater Richmond - Lakemont,Child Day Center,Two Year,100,4 years 9 months - 12 years 11 months,"7:00 am - 6:00 pm, Monday - Friday",Josh Green,No,1109360
48831,Petersburg,Young Men's Christian Association of Greater Richmond - CSE,Child Day Center,Two Year,93,4 years 9 months - 12 years 11 months,"7-8:30am - 3:30-6:00 p.m., Monday - Friday",Josh Green,No,1109361
48833,Fairfax County,Naila Ayoub,Family Day Home,Two Year,5,Birth - 12 years 11 months,"8 am - 5:30 pm, Monday - Friday",,Yes,1110403
48837,Chesapeake,The Little Gym of Chesapeake,Child Day Center,Two Year,49,2 years 6 months - 12 years 11 months,"8:30am - 6:00pm, Monday - Friday",Ms. Amanda Sanchez,No,1109364
48838,Virginia Beach,The Little Gym of Virginia Beach,Child Day Center,Two Year,49,2 years 6 months - 12 years,"8:30am - 5pm, Monday - Friday",Ms. Amanda Sanchez,No,1109365
48845,Salem,Young Men's Christian Assoc of Virginia's Blue Ridge-East Salem,Child Day Center,Two Year,150,4 years 10 months - 12 years 11 months,"7:00 am - 6:00 pm, Monday - Friday",Stephanie Dobe,Yes,1109366
48847,Salem,Young Men's Christian Assoc of Virginia's Blue Ridge-GW Carver,Child Day Center,Two Year,40,4 years 10 months - 12 years 11 months,"2:00 pm - 6:00 PM, Monday - Friday",Stephanie Dobe,Yes,1109367
48852,Roanoke City,Presbyterian Community Center,Religious Exempt Child Day Center,Exempt,60,6 years - 12 years 11 months VDSS Contact: Shanae Vaughn: (276) 608-4267,"2:00 pm - 6:00 pm, Monday - Friday",Lorelei Pilcher,No,1106155
48861,New Kent,Ms Robin Jones,Family Day Home,Two Year,12,Birth - 12 years 11 months,"7:00am - 5:00pm, Monday - Friday",,No,1110407
48864,Petersburg,Norma Francis,Family Day Home,Two Year,9,6 months - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",,Yes,1110408
48865,Alexandria,Feathers Bilingual Academy LLC,Child Day Center,Two Year,52,3 months - 5 years 11 months,"8:00 - 6:00, Monday - Friday",Maria Celeste Stillo,Yes,1109372
48866,Bath,Connections Child Care & Learning Center,Child Day Center,Two Year,80,Birth - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Melinda Hemp-Gardzinski,Yes,1109373
48868,Virginia Beach,Mile High Kids and Community Development-Stoneshore,Child Day Center,Two Year,38,3 years - 5 years,"7:30am - 3:30pm, Monday - Friday",Dr. Cardell C Patillo,Yes,1109374
48869,Tazewell,Shining Stars Child Development Center,Child Day Center,Two Year,50,1 month - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Kimberly Asbury,Yes,1109375
48873,Fairfax County,Islamic Montessori Society,Religious Exempt Child Day Center,Exempt,48,1 year 3 months - 6 years 11 months VDSS Contact: Laura Lunceford: (571) 835-5058,"8:00 am - 5:30 pm, Monday - Friday",Dunya Administrator Mcnamara,No,1106156
48875,Loudoun,Tegist Hailu,Family Day Home,Two Year,12,1 month - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",,Yes,1110411
48876,Fairfax County,SACC at Sully Community Center,Child Day Center,Two Year,46,5 years - 12 years 11 months,"7:00 am - 6:15 pm, Monday - Friday",Chris Scales,Yes,1109376
48878,Alexandria,KinderCare Learning Centers- Eisenhower East,Child Day Center,Two Year,166,1 month - 5 years 11 months,"6:30AM - 6:30PM, Monday - Friday",Ana Baker,Yes,1109377
48881,James City,"Ixora Montessori, Inc.",Child Day Center,Two Year,33,1 year 2 months - 6 years 11 months,"7:30 AM - 5:00 PM, Monday - Friday",Beverlee Mendoza,Yes,1109378
48886,Fluvanna,Payne's Precious Angels Christian Daycare Center,Child Day Center,Two Year,20,2 months - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Mrs. Leonika Payne,No,1109380
48889,Virginia Beach,D'Andrea Reid,Voluntary Registration Registration Duration: Two Year,,4,,"7:30 AM - 5:30 PM, Monday - Friday",,Yes,5704
48897,Portsmouth,Chosen Children Daycare and Learning Center,Child Day Center,Two Year,20,1 month - 12 years 11 months,"6am - 6pm, Monday - Friday",Ms. Betisha Durham,Yes,1109381
48898,Arlington,Ladybug Academy Courthouse LLC,Child Day Center,Two Year,67,1 month - 12 years 11 months,"7:30 am - 6:00 pm, Monday - Friday",Aleksandra Razavi,Yes,1109382
48900,Prince William,Farah Shaikh,Family Day Home,Two Year,4,Birth - 12 years 11 months,"6:30 am - 6:00 pm, Monday - Friday",,Yes,1110414
48901,Hanover,Primrose School of Atlee Commons,Child Day Center,Two Year,177,1 month - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Amit Thakor,Yes,1109383
48903,Chesterfield,The Goddard School at Robious Station,Child Day Center,Two Year,215,1 month - 12 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Tiffany Benkert,No,1109384
48909,Stafford,Dawning Point Learning Center,Child Day Center,Two Year,86,1 month - 12 years 11 months,"5:30 am - 6:30 pm, Monday - Friday",Alisa Williams,Yes,1109386
48917,Portsmouth,Heavenly Hearts Learning Academy,Child Day Center,Two Year,33,1 month - 12 years 11 months,"6:30 am - 5:00 pm, Sunday - Saturday",Serena Mann,Yes,1109387
48919,Petersburg,Young Men's Christian Association of Greater Richmond-Pleasants,Child Day Center,Two Year,100,4 years 9 months - 12 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Josh Green,No,1109389
48921,Henry,Pocahontas Bassett Baptist Church,Religious Exempt Child Day Center,Exempt,101,1 year 4 months - 12 years 11 months VDSS Contact: Rebecca Forestier: (540) 309-2835,"7:30 am - 5:30 pm, Monday - Friday",Cindy Adams,Yes,1106157
