State_Abbreviation,County_Name,StudyYear,MCInfant,MCToddler,MCPreschool,_75CInfant,_75CToddler,_75CPreschool,MCInfant_flag,MCToddler_flag,MCPreschool_flag,_75CInfant_flag,_75CToddler_flag,_75CPreschool_flag
KY,Warren County,2018,125.04,118.93,118.93,143.33,133.33,133.33,3,1,1,3,1,1
KY,Warren County,2019,125.09,117.86,117.86,146.67,136.67,136.67,3,1,1,3,1,1
KY,Warren County,2020,125.13,116.79,116.79,150,140,140,3,1,1,3,1,1
KY,Warren County,2021,125.17,115.72,115.72,153.33,143.33,143.33,3,1,1,3,1,1
KY,Warren County,2022,125.22,114.65,114.65,156.67,146.67,146.67,3,1,1,3,1,1
KY,Washington County,2008,86.18,81.86,81.86,100,95,95,1,1,1,1,1,1
KY,Washington County,2009,90.48,86.17,86.17,105,100,100,1,1,1,1,1,1
KY,Washington County,2010,94.79,90.48,90.48,110,105,105,1,1,1,1,1,1
KY,Washington County,2011,99.09,94.79,94.79,115,110,110,1,1,1,1,1,1
KY,Washington County,2012,103.4,99.1,99.1,120,115,115,1,1,1,1,1,1
KY,Washington County,2013,107.71,103.4,103.4,125,120,120,1,1,1,1,1,1
KY,Washington County,2014,106.36,99.2,99.2,122.5,112.5,112.5,3,1,1,3,1,1
KY,Washington County,2015,105,95,95,120,105,105,3,1,1,3,1,1
KY,Washington County,2016,107.5,97.5,97.5,122.5,108.45,108.45,3,1,1,3,1,1
KY,Washington County,2017,110,100,100,125,111.9,111.9,3,1,1,3,1,1
KY,Washington County,2018,121.8,109.75,109.75,139.58,124.6,124.6,3,1,1,3,1,1
KY,Washington County,2019,133.61,119.5,119.5,154.17,137.3,137.3,3,1,1,3,1,1
KY,Washington County,2020,145.41,129.25,129.25,168.75,150,150,3,1,1,3,1,1
KY,Washington County,2021,157.21,139,139,183.33,162.7,162.7,3,1,1,3,1,1
KY,Washington County,2022,169.02,148.75,148.75,197.92,175.4,175.4,3,1,1,3,1,1
KY,Wayne County,2008,109.28,98.03,98.03,131,117.5,117.5,1,1,1,1,1,1
KY,Wayne County,2009,116.79,104.28,104.28,140,125,125,1,1,1,1,1,1
KY,Wayne County,2010,124.3,110.54,110.54,149,132.5,132.5,1,1,1,1,1,1
KY,Wayne County,2011,131.81,116.79,116.79,158,140,140,1,1,1,1,1,1
KY,Wayne County,2012,128.47,114.71,114.71,154,137.5,137.5,1,1,1,1,1,1
KY,Wayne County,2013,125.13,112.62,112.62,150,135,135,1,1,1,1,1,1
KY,Wayne County,2014,125.07,112.14,112.14,147.5,130.63,130.63,3,1,1,3,1,1
KY,Wayne County,2015,125,111.65,111.65,145,126.25,126.25,3,1,1,3,1,1
KY,Wayne County,2016,125,113.33,113.33,144.38,129.13,129.13,3,1,1,3,1,1
KY,Wayne County,2017,125,115,115,143.75,132,132,1,1,1,3,1,1
KY,Wayne County,2018,118.09,108.65,108.65,137.5,126.33,126.33,1,1,1,3,1,1
KY,Wayne County,2019,111.19,102.29,102.29,131.25,120.67,120.67,1,1,1,3,1,1
KY,Wayne County,2020,104.28,95.94,95.94,125,115,115,1,1,1,1,1,1
KY,Wayne County,2021,97.37,89.59,89.59,120,109.33,109.33,1,1,1,3,1,1
KY,Wayne County,2022,90.47,83.23,83.23,115,103.67,103.67,1,1,1,3,1,1
KY,Webster County,2008,86.18,81.86,81.86,100,95,95,1,1,1,1,1,1
KY,Webster County,2009,90.48,86.17,86.17,105,100,100,1,1,1,1,1,1
KY,Webster County,2010,94.79,90.48,90.48,110,105,105,1,1,1,1,1,1
KY,Webster County,2011,99.09,94.79,94.79,115,110,110,1,1,1,1,1,1
KY,Webster County,2012,103.4,99.1,99.1,120,115,115,1,1,1,1,1,1
KY,Webster County,2013,107.71,103.4,103.4,125,120,120,1,1,1,1,1,1
KY,Webster County,2014,106.36,99.2,99.2,122.5,112.5,112.5,3,1,1,3,1,1
KY,Webster County,2015,105,95,95,120,105,105,3,1,1,3,1,1
KY,Webster County,2016,107.5,97.5,97.5,122.5,108.45,108.45,3,1,1,3,1,1
KY,Webster County,2017,110,100,100,125,111.9,111.9,3,1,1,3,1,1
KY,Webster County,2018,116.42,106.88,106.88,133.33,121.27,121.27,3,1,1,3,1,1
KY,Webster County,2019,122.83,113.76,113.76,141.67,130.63,130.63,3,1,1,3,1,1
KY,Webster County,2020,129.25,120.64,120.64,150,140,140,3,1,1,3,1,1
KY,Webster County,2021,135.67,127.52,127.52,158.33,149.37,149.37,3,1,1,3,1,1
KY,Webster County,2022,142.08,134.4,134.4,166.67,158.73,158.73,3,1,1,3,1,1
KY,Whitley County,2008,85.51,77.17,77.17,102.5,92.5,92.5,1,1,1,1,1,1
KY,Whitley County,2009,87.59,79.25,79.25,105,95,95,1,1,1,1,1,1
KY,Whitley County,2010,89.68,81.34,81.34,107.5,97.5,97.5,1,1,1,1,1,1
KY,Whitley County,2011,91.76,83.42,83.42,110,100,100,1,1,1,1,1,1
KY,Whitley County,2012,98.02,89.16,89.16,117.5,106.88,106.88,1,1,1,1,1,1
KY,Whitley County,2013,104.28,94.89,94.89,125,113.75,113.75,1,1,1,1,1,1
KY,Whitley County,2014,110.64,94.95,94.95,129.38,106.88,106.88,3,1,1,3,1,1
KY,Whitley County,2015,117,95,95,133.75,100,100,3,1,1,3,1,1
KY,Whitley County,2016,113.5,97.5,97.5,129.38,105,105,3,1,1,3,1,1
KY,Whitley County,2017,110,100,100,125,110,110,1,1,1,1,1,1
KY,Whitley County,2018,108.09,98.65,98.65,125,111.67,111.67,1,1,1,1,1,1
KY,Whitley County,2019,106.19,97.29,97.29,125,113.33,113.33,1,1,1,1,1,1
KY,Whitley County,2020,104.28,95.94,95.94,125,115,115,1,1,1,1,1,1
KY,Whitley County,2021,102.37,94.59,94.59,125,116.67,116.67,1,1,1,1,1,1
KY,Whitley County,2022,100.47,93.23,93.23,125,118.33,118.33,1,1,1,1,1,1
KY,Wolfe County,2008,88.33,79.71,79.71,102.5,92.5,92.5,1,1,1,1,1,1
KY,Wolfe County,2009,90.48,81.86,81.86,105,95,95,1,1,1,1,1,1
KY,Wolfe County,2010,92.64,84.02,84.02,107.5,97.5,97.5,1,1,1,1,1,1
KY,Wolfe County,2011,94.79,86.17,86.17,110,100,100,1,1,1,1,1,1
KY,Wolfe County,2012,101.25,92.1,92.1,117.5,106.88,106.88,1,1,1,1,1,1
KY,Wolfe County,2013,107.71,98.02,98.02,125,113.75,113.75,1,1,1,1,1,1
KY,Wolfe County,2014,112.36,96.51,96.51,129.38,106.88,106.88,3,1,1,3,1,1
KY,Wolfe County,2015,117,95,95,133.75,100,100,3,1,1,3,1,1
KY,Wolfe County,2016,113.5,97.5,97.5,129.38,105,105,3,1,1,3,1,1
KY,Wolfe County,2017,110,100,100,125,110,110,1,1,1,1,1,1
KY,Wolfe County,2018,110.67,102.57,102.57,126.67,115,115,3,1,1,3,1,1
KY,Wolfe County,2019,111.35,105.14,105.14,128.33,120,120,3,1,1,3,1,1
KY,Wolfe County,2020,112.02,107.71,107.71,130,125,125,3,1,1,3,1,1
KY,Wolfe County,2021,112.69,110.28,110.28,131.67,130,130,3,1,1,3,1,1
KY,Wolfe County,2022,113.37,112.85,112.85,133.33,135,135,3,1,1,3,1,1
KY,Woodford County,2008,109.28,98.03,98.03,131,117.5,117.5,1,1,1,1,1,1
KY,Woodford County,2009,116.79,104.28,104.28,140,125,125,1,1,1,1,1,1
KY,Woodford County,2010,124.3,110.54,110.54,149,132.5,132.5,1,1,1,1,1,1
KY,Woodford County,2011,131.81,116.79,116.79,158,140,140,1,1,1,1,1,1
KY,Woodford County,2012,128.47,114.71,114.71,154,137.5,137.5,1,1,1,1,1,1
KY,Woodford County,2013,125.13,112.62,112.62,150,135,135,1,1,1,1,1,1
KY,Woodford County,2014,125.07,112.14,112.14,147.5,130.63,130.63,3,1,1,3,1,1
KY,Woodford County,2015,125,111.65,111.65,145,126.25,126.25,3,1,1,3,1,1
KY,Woodford County,2016,125,113.33,113.33,144.38,129.13,129.13,3,1,1,3,1,1
KY,Woodford County,2017,125,115,115,143.75,132,132,1,1,1,3,1,1
KY,Woodford County,2018,130.26,118.38,118.38,152.08,138,138,3,1,1,3,1,1
KY,Woodford County,2019,135.52,121.75,121.75,160.42,144,144,3,1,1,3,1,1
KY,Woodford County,2020,140.78,125.13,125.13,168.75,150,150,3,1,1,3,1,1
KY,Woodford County,2021,146.04,128.51,128.51,177.08,156,156,3,1,1,3,1,1
KY,Woodford County,2022,151.3,131.88,131.88,185.42,162,162,3,1,1,3,1,1
NJ,Atlantic County,2008,166.45,153.97,133.16,197.1,179.92,151.3,2,3,1,2,3,1
NJ,Atlantic County,2009,166.45,155.19,141.49,181.78,168.17,150.56,2,3,1,2,3,1
NJ,Atlantic County,2010,166.45,156.41,149.81,166.45,156.41,149.81,2,3,1,2,3,1
NJ,Atlantic County,2011,166.84,161.82,148.07,166.84,161.82,148.07,2,3,1,2,3,1
NJ,Atlantic County,2012,167.23,167.23,146.33,167.23,167.23,146.33,1,3,1,1,3,1
NJ,Atlantic County,2013,172.92,170.67,150.5,178.42,175.42,156,2,3,1,2,3,1
NJ,Atlantic County,2014,178.62,174.12,154.67,189.62,183.62,165.67,2,3,1,2,3,1
NJ,Atlantic County,2015,184.31,177.56,158.83,200.81,191.81,175.33,2,3,1,2,3,1
NJ,Atlantic County,2016,190,181,163,212,200,185,2,3,1,2,3,1
NJ,Atlantic County,2017,206.11,196.58,182.18,235.28,222.28,205.49,2,3,3,2,3,1
NJ,Atlantic County,2018,222.22,212.15,201.35,258.56,244.57,225.99,2,3,3,2,3,1
NJ,Atlantic County,2019,238.33,227.73,220.53,281.84,266.85,246.48,2,3,3,2,3,1
NJ,Atlantic County,2020,254.44,243.3,239.7,305.11,289.14,266.97,2,3,3,2,3,1
NJ,Atlantic County,2021,270.56,258.88,258.88,328.39,311.42,287.47,1,1,3,1,1,1
NJ,Atlantic County,2022,286.67,278.06,278.06,351.67,336.7,307.96,2,3,3,2,3,1
NJ,Bergen County,2008,224.94,208.07,179.95,269.65,246.15,206.99,2,3,1,2,3,1
NJ,Bergen County,2009,224.94,209.72,191.2,247.3,228.76,204.72,2,3,1,2,3,1
NJ,Bergen County,2010,224.94,211.37,202.45,224.94,211.37,202.45,2,3,1,2,3,1
NJ,Bergen County,2011,225.02,218.24,199.71,225.02,218.24,199.71,2,3,1,2,3,1
NJ,Bergen County,2012,225.1,225.1,196.96,225.1,225.1,196.96,1,3,1,1,3,1
NJ,Bergen County,2013,236.33,232.33,204.72,251.58,246.08,215.97,2,3,1,2,3,1
NJ,Bergen County,2014,247.55,239.55,212.48,278.05,267.05,234.98,2,3,1,2,3,1
NJ,Bergen County,2015,258.78,246.78,220.24,304.53,288.03,253.99,2,3,1,2,3,1
NJ,Bergen County,2016,270,254,228,331,309,273,2,3,1,2,3,1
NJ,Bergen County,2017,277.95,262.48,241.68,339.13,317.69,283.47,2,3,3,2,3,1
NJ,Bergen County,2018,285.9,270.96,255.36,347.26,326.38,293.93,2,3,3,2,3,1
NJ,Bergen County,2019,293.86,279.43,269.03,355.39,335.07,304.4,2,3,3,2,3,1
NJ,Bergen County,2020,301.81,287.91,282.71,363.52,343.76,314.87,2,3,3,2,3,1
NJ,Bergen County,2021,309.76,296.39,296.39,371.65,352.45,325.33,1,1,3,1,1,1
NJ,Bergen County,2022,317.71,310.07,310.07,379.78,368.34,335.8,2,3,3,2,3,1
NJ,Burlington County,2008,194.94,180.32,155.95,232.42,212.17,178.42,2,3,1,2,3,1
NJ,Burlington County,2009,194.94,181.75,165.7,213.68,197.68,176.94,2,3,1,2,3,1
NJ,Burlington County,2010,194.94,183.18,175.45,194.94,183.18,175.45,2,3,1,2,3,1
NJ,Burlington County,2011,195.05,189.17,173.11,195.05,189.17,173.11,2,3,1,2,3,1
NJ,Burlington County,2012,195.15,195.15,170.76,195.15,195.15,170.76,1,3,1,1,3,1
NJ,Burlington County,2013,208.86,200.86,168.57,213.61,207.61,168.57,2,3,1,2,3,1
NJ,Burlington County,2014,222.58,206.58,166.38,232.08,220.08,166.38,2,3,1,2,3,1
NJ,Burlington County,2015,236.29,212.29,164.19,250.54,232.54,164.19,2,3,1,2,3,1
NJ,Burlington County,2016,250,218,162,269,245,162,2,3,1,2,3,1
NJ,Burlington County,2017,258.88,230.74,185.94,286.03,263.17,191.61,2,3,3,2,3,1
NJ,Burlington County,2018,267.76,243.48,209.88,303.06,281.34,221.21,2,3,3,2,3,1
NJ,Burlington County,2019,276.64,256.21,233.81,320.1,299.52,250.82,2,3,3,2,3,1
NJ,Burlington County,2020,285.51,268.95,257.75,337.13,317.69,280.42,2,3,3,2,3,1
NJ,Burlington County,2021,294.39,281.69,281.69,354.16,335.86,310.03,1,1,3,1,1,1
NJ,Burlington County,2022,303.27,305.63,305.63,371.19,370.63,339.64,2,3,3,2,3,1
NJ,Camden County,2008,165.34,152.94,132.27,195.92,178.85,150.4,2,3,1,2,3,1
NJ,Camden County,2009,165.34,154.15,140.54,180.63,167.11,149.6,2,3,1,2,3,1
NJ,Camden County,2010,165.34,155.36,148.8,165.34,155.36,148.8,2,3,1,2,3,1
NJ,Camden County,2011,166.46,161.47,147.72,166.46,161.47,147.72,2,3,1,2,3,1
NJ,Camden County,2012,167.58,167.58,146.63,167.58,167.58,146.63,1,3,1,1,3,1
NJ,Camden County,2013,181.94,176.44,156.47,188.19,185.44,166.22,2,3,1,2,3,1
NJ,Camden County,2014,196.29,185.29,166.32,208.79,203.29,185.82,2,3,1,2,3,1
NJ,Camden County,2015,210.65,194.15,176.16,229.4,221.15,205.41,2,3,1,2,3,1
NJ,Camden County,2016,225,203,186,250,239,225,2,3,1,2,3,1
NJ,Camden County,2017,234.45,214.5,200.9,265.82,253.62,237.62,2,3,3,2,3,1
NJ,Camden County,2018,243.9,226,215.8,281.64,268.24,250.23,2,3,3,2,3,1
NJ,Camden County,2019,253.34,237.49,230.69,297.46,282.85,262.85,2,3,3,2,3,1
NJ,Camden County,2020,262.79,248.99,245.59,313.28,297.47,275.47,2,3,3,2,3,1
NJ,Camden County,2021,272.24,260.49,260.49,329.09,312.09,288.08,1,1,3,1,1,1
NJ,Camden County,2022,281.69,275.39,275.39,344.91,329.51,300.7,2,3,3,2,3,1
NJ,Cape May County,2008,172.06,159.15,137.65,204.09,186.3,156.66,2,3,1,2,3,1
NJ,Cape May County,2009,172.06,160.42,146.25,188.08,173.99,155.76,2,3,1,2,3,1
NJ,Cape May County,2010,172.06,161.68,154.85,172.06,161.68,154.85,2,3,1,2,3,1
NJ,Cape May County,2011,170.91,165.72,151.7,170.91,165.72,151.7,2,3,1,2,3,1
NJ,Cape May County,2012,169.76,169.76,148.54,169.76,169.76,148.54,1,3,1,1,3,1
NJ,Cape May County,2013,185.32,181.82,153.41,192.57,185.57,161.41,2,3,1,2,3,1
NJ,Cape May County,2014,200.88,193.88,158.27,215.38,201.38,174.27,2,3,1,2,3,1
NJ,Cape May County,2015,216.44,205.94,163.14,238.19,217.19,187.14,2,3,1,2,3,1
NJ,Cape May County,2016,232,218,168,261,233,200,2,3,1,2,3,1
NJ,Cape May County,2017,240.44,226.87,186.87,275.09,249.27,218.03,2,3,3,2,3,1
NJ,Cape May County,2018,248.88,235.74,205.74,289.19,265.54,236.06,2,3,3,2,3,1
NJ,Cape May County,2019,257.31,244.61,224.61,303.28,281.81,254.1,2,3,3,2,3,1
NJ,Cape May County,2020,265.75,253.48,243.48,317.38,298.07,272.13,2,3,3,2,3,1
NJ,Cape May County,2021,274.19,262.36,262.36,331.47,314.34,290.16,1,1,3,1,1,1
NJ,Cape May County,2022,282.63,281.23,281.23,345.56,337.21,308.19,2,3,3,2,3,1
NJ,Cumberland County,2008,156.16,144.45,124.93,184.47,168.4,141.61,2,3,1,2,3,1
NJ,Cumberland County,2009,156.16,145.59,132.74,170.32,157.57,141.08,2,3,1,2,3,1
NJ,Cumberland County,2010,156.16,146.73,140.54,156.16,146.73,140.54,2,3,1,2,3,1
NJ,Cumberland County,2011,158.29,153.58,140.46,158.29,153.58,140.46,2,3,1,2,3,1
NJ,Cumberland County,2012,160.42,160.42,140.37,160.42,160.42,140.37,1,3,1,1,3,1
NJ,Cumberland County,2013,161.82,160.32,141.53,166.07,164.32,145.53,2,3,1,2,3,1
NJ,Cumberland County,2014,163.21,160.21,142.69,171.71,168.21,150.69,2,3,1,2,3,1
NJ,Cumberland County,2015,164.61,160.11,143.84,177.36,172.11,155.84,2,3,1,2,3,1
NJ,Cumberland County,2016,166,160,145,183,176,161,2,3,1,2,3,1
NJ,Cumberland County,2017,186.06,178.96,166.96,211.19,202.25,185.52,2,3,3,2,3,1
NJ,Cumberland County,2018,206.12,197.92,188.92,239.39,228.49,210.04,2,3,3,2,3,1
NJ,Cumberland County,2019,226.18,216.88,210.88,267.58,254.74,234.56,2,3,3,2,3,1
NJ,Cumberland County,2020,246.24,235.84,232.84,295.78,280.99,259.08,2,3,3,2,3,1
NJ,Cumberland County,2021,266.3,254.81,254.81,323.97,307.23,283.6,1,1,3,1,1,1
NJ,Cumberland County,2022,286.36,276.77,276.77,352.16,336.48,308.12,2,3,3,2,3,1
NJ,Essex County,2008,179.13,165.69,143.3,212.97,194.42,163.49,2,3,1,2,3,1
NJ,Essex County,2009,179.13,167.01,152.26,196.05,181.37,162.35,2,3,1,2,3,1
NJ,Essex County,2010,179.13,168.32,161.21,179.13,168.32,161.21,2,3,1,2,3,1
NJ,Essex County,2011,179.1,173.69,158.95,179.1,173.69,158.95,2,3,1,2,3,1
NJ,Essex County,2012,179.06,179.06,156.68,179.06,179.06,156.68,1,3,1,1,3,1
NJ,Essex County,2013,180.55,178.05,156.51,190.55,185.55,167.26,2,3,1,2,3,1
NJ,Essex County,2014,182.03,177.03,156.34,202.03,192.03,177.84,2,3,1,2,3,1
NJ,Essex County,2015,183.52,176.02,156.17,213.52,198.52,188.42,2,3,1,2,3,1
NJ,Essex County,2016,185,175,156,225,205,199,2,3,1,2,3,1
NJ,Essex County,2017,203.49,193.1,177.9,247.41,227.92,218.21,2,3,3,2,3,1
NJ,Essex County,2018,221.99,211.2,199.8,269.81,250.85,237.41,2,3,3,2,3,1
NJ,Essex County,2019,240.48,229.3,221.7,292.22,273.77,256.62,2,3,3,2,3,1
NJ,Essex County,2020,258.98,247.39,243.59,314.62,296.69,275.82,2,3,3,2,3,1
NJ,Essex County,2021,277.47,265.49,265.49,337.03,319.62,295.03,1,1,3,1,1,1
NJ,Essex County,2022,295.96,287.39,287.39,359.44,343.74,314.24,2,3,3,2,3,1
NJ,Gloucester County,2008,171.67,158.8,137.34,203.64,185.89,156.32,2,3,1,2,3,1
NJ,Gloucester County,2009,171.67,160.06,145.93,187.66,173.6,155.42,2,3,1,2,3,1
NJ,Gloucester County,2010,171.67,161.31,154.51,171.67,161.31,154.51,2,3,1,2,3,1
NJ,Gloucester County,2011,172.85,167.67,153.4,172.85,167.67,153.4,2,3,1,2,3,1
NJ,Gloucester County,2012,174.03,174.03,152.28,174.03,174.03,152.28,1,3,1,1,3,1
NJ,Gloucester County,2013,178.02,175.52,154.96,187.77,184.02,160.21,2,3,1,2,3,1
NJ,Gloucester County,2014,182.02,177.02,157.64,201.52,194.02,168.14,2,3,1,2,3,1
NJ,Gloucester County,2015,186.01,178.51,160.32,215.26,204.01,176.07,2,3,1,2,3,1
NJ,Gloucester County,2016,190,180,163,229,214,184,2,3,1,2,3,1
NJ,Gloucester County,2017,208.94,198.48,184.88,251.63,236.1,207.11,2,3,3,2,3,1
NJ,Gloucester County,2018,227.88,216.96,206.76,274.27,258.2,230.21,2,3,3,2,3,1
NJ,Gloucester County,2019,246.81,235.44,228.64,296.9,280.29,253.32,2,3,3,2,3,1
NJ,Gloucester County,2020,265.75,253.92,250.52,319.54,302.39,276.42,2,3,3,2,3,1
NJ,Gloucester County,2021,284.69,272.4,272.4,342.17,324.49,299.53,1,1,3,1,1,1
NJ,Gloucester County,2022,303.63,294.28,294.28,364.8,352.59,322.64,2,3,3,2,3,1
NJ,Hudson County,2008,193.62,179.09,154.89,230.85,210.73,177.21,2,3,1,2,3,1
NJ,Hudson County,2009,193.62,180.51,164.57,212.24,196.33,175.73,2,3,1,2,3,1
NJ,Hudson County,2010,193.62,181.93,174.25,193.62,181.93,174.25,2,3,1,2,3,1
NJ,Hudson County,2011,194.8,188.96,172.87,194.8,188.96,172.87,2,3,1,2,3,1
NJ,Hudson County,2012,195.98,195.98,171.48,195.98,195.98,171.48,1,3,1,1,3,1
NJ,Hudson County,2013,190.49,187.24,166.11,195.74,191.99,172.36,2,3,1,2,3,1
NJ,Hudson County,2014,184.99,178.49,160.74,195.49,187.99,173.24,2,3,1,2,3,1
NJ,Hudson County,2015,179.5,169.75,155.37,195.25,184,174.12,2,3,1,2,3,1
NJ,Hudson County,2016,174,161,150,195,180,175,2,3,1,2,3,1
NJ,Hudson County,2017,198.71,185.74,176.94,228.16,212.43,203.17,2,3,3,2,3,1
NJ,Hudson County,2018,223.42,210.48,203.88,261.32,244.87,231.34,2,3,3,2,3,1
NJ,Hudson County,2019,248.13,235.22,230.82,294.49,277.3,259.51,2,3,3,2,3,1
NJ,Hudson County,2020,272.84,259.96,257.76,327.65,309.74,287.68,2,3,3,2,3,1
NJ,Hudson County,2021,297.55,284.71,284.71,360.81,342.17,315.85,1,1,3,1,1,1
NJ,Hudson County,2022,322.26,311.65,311.65,393.97,375.6,344.02,2,3,3,2,3,1
NJ,Hunterdon County,2008,219.44,202.99,175.56,263.06,240.13,201.93,2,3,1,2,3,1
NJ,Hunterdon County,2009,219.44,204.6,186.53,241.25,223.17,199.72,2,3,1,2,3,1
NJ,Hunterdon County,2010,219.44,206.2,197.5,219.44,206.2,197.5,2,3,1,2,3,1
NJ,Hunterdon County,2011,220.77,214.15,195.92,220.77,214.15,195.92,2,3,1,2,3,1
NJ,Hunterdon County,2012,222.1,222.1,194.34,222.1,222.1,194.34,1,3,1,1,3,1
NJ,Hunterdon County,2013,242.58,235.33,204.51,246.08,249.83,214.01,2,3,1,2,3,1
NJ,Hunterdon County,2014,263.05,248.55,214.67,270.05,277.55,233.67,2,3,1,2,3,1
NJ,Hunterdon County,2015,283.53,261.78,224.84,294.03,305.28,253.34,2,3,1,2,3,1
NJ,Hunterdon County,2016,304,275,235,318,333,273,2,3,1,2,3,1
NJ,Hunterdon County,2017,303.95,278.12,246.12,326.74,335,281.72,2,3,3,2,3,1
NJ,Hunterdon County,2018,303.89,281.25,257.25,335.48,337,290.44,2,3,3,2,3,1
NJ,Hunterdon County,2019,303.84,284.37,268.37,344.21,339,299.17,2,3,3,2,3,1
NJ,Hunterdon County,2020,303.79,287.5,279.5,352.95,341,307.89,2,3,3,2,3,1
NJ,Hunterdon County,2021,303.73,290.62,290.62,361.69,343,316.61,1,1,3,1,1,1
NJ,Hunterdon County,2022,303.68,301.74,301.74,370.43,357,325.33,2,3,3,2,3,1
NJ,Mercer County,2008,195.35,180.7,156.28,233.14,212.83,178.97,2,3,1,2,3,1
NJ,Mercer County,2009,195.35,182.13,166.05,214.25,198.2,177.4,2,3,1,2,3,1
NJ,Mercer County,2010,195.35,183.56,175.82,195.35,183.56,175.82,2,3,1,2,3,1
NJ,Mercer County,2011,194.84,188.94,172.93,194.84,188.94,172.93,2,3,1,2,3,1
NJ,Mercer County,2012,194.32,194.32,170.03,194.32,194.32,170.03,1,3,1,1,3,1
NJ,Mercer County,2013,208.24,206.24,181.02,229.49,221.49,194.27,2,3,1,2,3,1
NJ,Mercer County,2014,222.16,218.16,192.02,264.66,248.66,218.52,2,3,1,2,3,1
NJ,Mercer County,2015,236.08,230.08,203.01,299.83,275.83,242.76,2,3,1,2,3,1
NJ,Mercer County,2016,250,242,214,335,303,267,2,3,1,2,3,1
NJ,Mercer County,2017,257.35,248.48,226.08,337.21,308.04,274.19,2,3,3,2,3,1
NJ,Mercer County,2018,264.71,254.96,238.16,339.42,313.07,281.37,2,3,3,2,3,1
NJ,Mercer County,2019,272.06,261.44,250.24,341.63,318.11,288.56,2,3,3,2,3,1
NJ,Mercer County,2020,279.42,267.92,262.32,343.85,323.14,295.75,2,3,3,2,3,1
NJ,Mercer County,2021,286.77,274.39,274.39,346.06,328.18,302.93,1,1,3,1,1,1
NJ,Mercer County,2022,294.12,286.47,286.47,348.27,340.42,310.12,2,3,3,2,3,1
NJ,Middlesex County,2008,211.62,195.75,169.3,253.07,231.01,194.26,2,3,1,2,3,1
NJ,Middlesex County,2009,211.62,197.3,179.88,232.35,214.93,192.36,2,3,1,2,3,1
NJ,Middlesex County,2010,211.62,198.85,190.46,211.62,198.85,190.46,2,3,1,2,3,1
NJ,Middlesex County,2011,211.44,205.05,187.65,211.44,205.05,187.65,2,3,1,2,3,1
NJ,Middlesex County,2012,211.25,211.25,184.84,211.25,211.25,184.84,1,3,1,1,3,1
NJ,Middlesex County,2013,223.94,215.94,190.13,231.44,227.19,197.88,2,3,1,2,3,1
NJ,Middlesex County,2014,236.63,220.63,195.42,251.63,243.13,210.92,2,3,1,2,3,1
NJ,Middlesex County,2015,249.31,225.31,200.71,271.81,259.06,223.96,2,3,1,2,3,1
NJ,Middlesex County,2016,262,230,206,292,275,237,2,3,1,2,3,1
NJ,Middlesex County,2017,270.66,242.42,223.22,307.19,289.79,254.02,2,3,3,2,3,1
NJ,Middlesex County,2018,279.31,254.84,240.44,322.38,304.58,271.04,2,3,3,2,3,1
NJ,Middlesex County,2019,287.97,267.26,257.66,337.57,319.36,288.06,2,3,3,2,3,1
NJ,Middlesex County,2020,296.62,279.68,274.88,352.76,334.15,305.08,2,3,3,2,3,1
NJ,Middlesex County,2021,305.28,292.1,292.1,367.95,348.94,322.1,1,1,3,1,1,1
NJ,Middlesex County,2022,313.94,309.32,309.32,383.14,371.33,339.12,2,3,3,2,3,1
NJ,Monmouth County,2008,206.96,191.44,165.57,247.4,225.84,189.91,2,3,1,2,3,1
NJ,Monmouth County,2009,206.96,192.96,175.92,227.18,210.16,188.09,2,3,1,2,3,1
NJ,Monmouth County,2010,206.96,194.47,186.26,206.96,194.47,186.26,2,3,1,2,3,1
NJ,Monmouth County,2011,207.21,200.97,183.9,207.21,200.97,183.9,2,3,1,2,3,1
NJ,Monmouth County,2012,207.46,207.46,181.53,207.46,207.46,181.53,1,3,1,1,3,1
NJ,Monmouth County,2013,216.6,212.85,186.65,226.35,222.6,196.65,2,3,1,2,3,1
NJ,Monmouth County,2014,225.73,218.23,191.77,245.23,237.73,211.77,2,3,1,2,3,1
NJ,Monmouth County,2015,234.87,223.62,196.88,264.12,252.87,226.88,2,3,1,2,3,1
NJ,Monmouth County,2016,244,229,202,283,268,242,2,3,1,2,3,1
NJ,Monmouth County,2017,255.74,241.13,219.53,298.9,283.15,257.06,2,3,3,2,3,1
NJ,Monmouth County,2018,267.49,253.26,237.06,314.8,298.3,272.13,2,3,3,2,3,1
NJ,Monmouth County,2019,279.23,265.39,254.59,330.69,313.46,287.19,2,3,3,2,3,1
NJ,Monmouth County,2020,290.97,277.52,272.12,346.59,328.61,302.25,2,3,3,2,3,1
NJ,Monmouth County,2021,302.72,289.65,289.65,362.49,343.76,317.32,1,1,3,1,1,1
NJ,Monmouth County,2022,314.46,307.18,307.18,378.39,364.11,332.38,2,3,3,2,3,1
NJ,Morris County,2008,228.2,211.08,182.56,273.81,249.95,210.19,2,3,1,2,3,1
NJ,Morris County,2009,228.2,212.76,193.97,251.01,232.19,207.79,2,3,1,2,3,1
NJ,Morris County,2010,228.2,214.43,205.38,228.2,214.43,205.38,2,3,1,2,3,1
NJ,Morris County,2011,229.1,222.21,203.31,229.1,222.21,203.31,2,3,1,2,3,1
NJ,Morris County,2012,229.99,229.99,201.24,229.99,229.99,201.24,1,3,1,1,3,1
