grant_Number,program_type,recipient_name,service_location_name,address_line_one,address_line_two,city,state,zip,zip_4,latitude,longitude,county,funded_slots,status,registration_phone_number,service_location_phone_number,program_admin_ID,program_admin_name,program_admin_address_line_one,program_admin_address_line_two,program_admin_city,program_admin_state,program_admin_zip,program_admin_zip_4,program_admin_county
04CH012798,1,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,McKee Elementary,1005 Highway 89 N,NA,McKee,KY,40447,7847,37.442521,-83.9922326,Jackson County,17,Open,(859)233-4600 - 1402,(606) 287-7157,000,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,1,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,Sandgap Elementary,6783 Highway 421 N.,NA,Sandgap,KY,40481,-1,37.4828869,-84.0836906,Jackson County,17,Open,(859)233-4600 - 1402,(606) 965-3171,000,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,1,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,Tyner Elementary,1340 Highway 30 West,NA,Tyner,KY,40486,-1,37.3773314,-83.8819702,Jackson County,17,Open,(859)233-4600 - 1402,(606) 364-5105,000,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,1,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,South Irvine Elementary,1000 S Irvine Rd,NA,Irvine,KY,40336,7658,37.6836356,-83.9779993,Estill County,70,Open,(859)233-4600 - 1402,(606) 726-3078,000,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,1,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,The Prep Academy at Richmond,301 Bellevue Dr,NA,Richmond,KY,40475,1261,37.7555264,-84.30011,Madison County,60,Open,(859)233-4600 - 1402,(859) 756-3562,000,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,1,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,Clark County Preschool,30 Beckner St,NA,Winchester,KY,40391,1810,37.9895731,-84.1879771,Clark County,100,Open,(859)233-4600 - 1402,(859) 744-1722,000,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,1,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,The Prep Academy at Laurel County,232 Commonwealth Dr,NA,London,KY,40741,7310,37.1430758,-84.1824797,Laurel County,36,Open,(859)233-4600 - 1402,(606) 389-5373,000,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,1,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,Home-Based Rockcastle County,235 Richmond St,NA,Mount Vernon,KY,40456,2705,37.3561809,-84.3401857,Rockcastle County,10,Open,(859)233-4600 - 1402,(1) 859-699,000,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,1,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,The Prep Academy at Madison County,1905 Kim Kent Dr,NA,Richmond,KY,40475,-1,37.7392525,-84.2690853,Madison County,20,Open,(859)233-4600 - 1402,(859) 353-8269,000,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,The Prep Academy at Powell County,105 Academy Way,NA,Stanton,KY,40380,-1,37.8456373,-83.8582525,Powell County,48,Open,(859)233-4600 - 1402,(859) 623-7233,200,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,Garrard Education Complex,324 W Maple Ave,NA,Lancaster,KY,40444,1171,37.6220278,-84.5875779,Garrard County,16,Open,(859)233-4600 - 1402,(859) 792-1263,200,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,South Irvine Elementary,1000 S Irvine Rd,NA,Irvine,KY,40336,7658,37.6836356,-83.9779993,Estill County,28,Open,(859)233-4600 - 1402,(606) 726-3078,200,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,The Prep Academy at Laurel County,232 Commonwealth Dr,NA,London,KY,40741,7310,37.1430758,-84.1824797,Laurel County,16,Open,(859)233-4600 - 1402,(606) 389-5373,200,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012798,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,The Prep Academy at Madison County,1905 Kim Kent Dr,NA,Richmond,KY,40475,-1,37.7392525,-84.2690853,Madison County,24,Open,(859)233-4600 - 1402,(859) 353-8269,200,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04CH012780,1,gateway_community_service_organization_inc_ky,Bracken County Head Start,115 Powell St,NA,Brooksville,KY,41001,-1,38.6825438,-84.067138,Campbell County,14,Open,(606)743-3133,(800) 927-1833,000,"Gateway Community Services Organization, Inc.",151 University Dr,NA,West Liberty,KY,41472,2146,Morgan County
04CH012780,1,gateway_community_service_organization_inc_ky,Garrison Head Start,122 Stratton Lane,NA,Garrison,KY,41141,-1,38.6058757,-83.1741035,Lewis County,20,Open,(606)743-3133,(800) 927-1833,000,"Gateway Community Services Organization, Inc.",151 University Dr,NA,West Liberty,KY,41472,2146,Morgan County
04CH012780,1,gateway_community_service_organization_inc_ky,Vanceburg Head Start,375 Clarksburg Rd,NA,Vanceburg,KY,41179,7718,38.5983602,-83.3322152,Lewis County,40,Open,(606)743-3133,(800) 927-1833,000,"Gateway Community Services Organization, Inc.",151 University Dr,NA,West Liberty,KY,41472,2146,Morgan County
04CH012780,1,gateway_community_service_organization_inc_ky,Tollesboro Head Start,2431 Route 10,NA,Tollesboro,KY,41189,-1,38.5583681,-83.5559631,Lewis County,20,Open,(606)743-3133,(800) 927-1833,000,"Gateway Community Services Organization, Inc.",151 University Dr,NA,West Liberty,KY,41472,2146,Morgan County
04CH012780,1,gateway_community_service_organization_inc_ky,Mason County Head Start,627 Parker Rd,NA,Maysville,KY,41056,9620,38.6370981,-83.7937161,Mason County,70,Open,(606)743-3133,(800) 927-1833,000,"Gateway Community Services Organization, Inc.",151 University Dr,NA,West Liberty,KY,41472,2146,Morgan County
04CH012780,1,gateway_community_service_organization_inc_ky,Fleming County Head Start,122 Frazier St,NA,Flemingsburg,KY,41041,9266,38.4181916,-83.75025,Fleming County,53,Open,(606)743-3133,(800) 927-1833,000,"Gateway Community Services Organization, Inc.",151 University Dr,NA,West Liberty,KY,41472,2146,Morgan County
04CH012780,2,gateway_community_service_organization_inc_ky,Vanceburg Head Start,375 Clarksburg Rd,NA,Vanceburg,KY,41179,7718,38.5983602,-83.3322152,Lewis County,16,Open,(606)743-3133 - 4118,(800) 927-1833,200,"Gateway Community Services Organization, Inc.",151 University Dr,NA,West Liberty,KY,41472,2146,Morgan County
04CH012780,2,gateway_community_service_organization_inc_ky,Mason County Head Start,627 Parker Rd,NA,Maysville,KY,41056,9620,38.6370981,-83.7937161,Mason County,8,Open,(606)743-3133 - 4118,(800) 927-1833,200,"Gateway Community Services Organization, Inc.",151 University Dr,NA,West Liberty,KY,41472,2146,Morgan County
04CH012780,2,gateway_community_service_organization_inc_ky,Fleming County Head Start,122 Frazier St,NA,Flemingsburg,KY,41041,9266,38.4181916,-83.75025,Fleming County,8,Open,(606)743-3133 - 4118,(800) 927-1833,200,"Gateway Community Services Organization, Inc.",151 University Dr,NA,West Liberty,KY,41472,2146,Morgan County
04CH012790,1,blue_grass_community_action_partnership_inc_ky,Versailles-Woodford County Head Start,200 Park St,NA,Versailles,KY,40383,1220,38.0543505,-84.7316599,Woodford County,38,Open,(502)695-4290 - 228,(859) 873-6579,000,"Blue Grass Community Action Partnership, Inc.",111 Professional Court,NA,Frankfort,KY,40601,-1,Franklin County
04CH012790,1,blue_grass_community_action_partnership_inc_ky,Mercer County Head Start,580 Perryville St,NA,Harrodsburg,KY,40330,2012,37.7550074,-84.8532649,Mercer County,50,Open,(502)695-4290 - 228,(859) 734-4788,000,"Blue Grass Community Action Partnership, Inc.",111 Professional Court,NA,Frankfort,KY,40601,-1,Franklin County
04CH012790,1,blue_grass_community_action_partnership_inc_ky,Anderson County Head Start,1593 Harrodsburg Rd,NA,Lawrenceburg,KY,40342,9207,38.0024219,-84.8776563,Anderson County,32,Open,(502)695-4290 - 228,(502) 839-7202,000,"Blue Grass Community Action Partnership, Inc.",111 Professional Court,NA,Frankfort,KY,40601,-1,Franklin County
04CH012790,1,blue_grass_community_action_partnership_inc_ky,Jessamine County Head Start,1330 Drake Lane,NA,Wilmore,KY,40390,-1,37.8675453,-84.631606,Jessamine County,66,Open,(502)695-4290 - 228,(859) 858-2585,000,"Blue Grass Community Action Partnership, Inc.",111 Professional Court,NA,Frankfort,KY,40601,-1,Franklin County
04CH012790,1,blue_grass_community_action_partnership_inc_ky,Blue Grass Head Start Community Center,955 Leestown Ln,NA,Frankfort,KY,40601,2005,38.2111506,-84.8696121,Franklin County,71,Open,(502)695-4290 - 228,(502) 227-1511,000,"Blue Grass Community Action Partnership, Inc.",111 Professional Court,NA,Frankfort,KY,40601,-1,Franklin County
04CH012790,1,blue_grass_community_action_partnership_inc_ky,Wilderness Trace Child Development Center,409 Stewarts Ln N,NA,Danville,KY,40422,8825,37.6285249,-84.7912037,Boyle County,46,Open,(502)695-4290 - 228,(859) 236-0878,000,"Blue Grass Community Action Partnership, Inc.",111 Professional Court,NA,Frankfort,KY,40601,-1,Franklin County
04HP000598,2,ohio_valley_educational_cooperative_ky,Bluegrass Academy Care - Jeffersontown,3830 Ruckriegel Pkwy,Ste 124,Louisville,KY,40299,3987,38.1899039,-85.5656847,Jefferson County,22,Open,(502)647-3533 - 226,(502) 297-8812,200,Ohio Valley Educational Cooperative,100 Alpine Dr,NA,Shelbyville,KY,40065,8877,Shelby County
04HP000598,2,ohio_valley_educational_cooperative_ky,Bluegrass Academy Care - Mt. Washington,1196 N Bardstown Rd,NA,Mt Washington,KY,40047,7605,38.0611898,-85.5513187,Bullitt County,36,Open,(502)647-3533 - 226,(502) 538-6604,200,Ohio Valley Educational Cooperative,100 Alpine Dr,NA,Shelbyville,KY,40065,8877,Shelby County
04HP000598,2,ohio_valley_educational_cooperative_ky,Kreative Kidz Learning Center,2600 W Broadway,Ste 206,Louisville,KY,40211,1370,38.2487447,-85.7951006,Jefferson County,14,Open,(502)647-3533 - 226,(502) 778-1333,200,Ohio Valley Educational Cooperative,100 Alpine Dr,NA,Shelbyville,KY,40065,8877,Shelby County
04HP000598,2,ohio_valley_educational_cooperative_ky,Bright Expectations - Bluegrass Academy Care,9303 Hurstbourne Park Blvd,NA,Louisville,KY,40220,2339,38.221393,-85.581909,Jefferson County,24,Open,(502)647-3533 - 226,(502) 491-3134,200,Ohio Valley Educational Cooperative,100 Alpine Dr,NA,Shelbyville,KY,40065,8877,Shelby County
04HP000598,2,ohio_valley_educational_cooperative_ky,Developing Young Minds,517 W Breckinridge St,NA,Louisville,KY,40203,2127,38.242436,-85.761574,Jefferson County,40,Open,(502)647-3533 - 226,(502) 690-7185,200,Ohio Valley Educational Cooperative,100 Alpine Dr,NA,Shelbyville,KY,40065,8877,Shelby County
04HP000593,2,tallatoona_community_action_partnership_inc_ga,Little Lambs Learning Center,82 Center Rd SE,NA,Cartersville,GA,30121,2941,34.184887,-84.778437,Bartow County,32,Open,(770)382-5388 - 102,(770) 386-0101,200,"Tallatoona Community Action Partnership, Inc.",1010 N Tennessee St,Ste 107,Cartersville,GA,30120,8526,Bartow County
04HP000593,2,tallatoona_community_action_partnership_inc_ga,Melford E. Glass Head Start Center,1814 Macedonia Church Rd,NA,Buchanan,GA,30113,-1,33.7916115,-85.1857004,Haralson County,16,Open,(770)382-5388 - 102,(770) 646-8318,200,"Tallatoona Community Action Partnership, Inc.",1010 N Tennessee St,Ste 107,Cartersville,GA,30120,8526,Bartow County
04HP000593,2,tallatoona_community_action_partnership_inc_ga,Floyd Head Start,1010 N 5th Ave NE,NA,Rome,GA,30165,2602,34.263996,-85.1773977,Floyd County,16,Open,(770)382-5388 - 102,(706) 295-0445,200,"Tallatoona Community Action Partnership, Inc.",1010 N Tennessee St,Ste 107,Cartersville,GA,30120,8526,Bartow County
04HP000575,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,Growing Together Preschool,599 Lima Dr,NA,Lexington,KY,40511,2217,38.073208,-84.5079911,Fayette County,14,Open,(859)233-4600 - 1402,(859) 255-4056,200,"Community Action Council For Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04HP000575,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,Mega Minds Educare,679 Lima Dr,NA,Lexington,KY,40511,2218,38.073317,-84.506645,Fayette County,28,Open,(859)233-4600 - 1402,(859) 317-8888,200,"Community Action Council For Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04HP000575,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,Brite Beginnings,1002 Lexington Rd,Ste 18,Georgetown,KY,40324,1463,38.1898976,-84.5622447,Scott County,12,Open,(859)233-4600 - 1402,(502) 570-4808,200,"Community Action Council For Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04HP000575,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,The Prep Academy at Chrysalis House,1589 Hill Rise Dr,NA,Lexington,KY,40504,2588,38.0474091,-84.5303284,Fayette County,16,Open,(859)233-4600 - 1402,(859) 977-2501,200,"Community Action Council For Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04HP000575,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,Kids Empowerment Learning Academy,1527 N Limestone,NA,Lexington,KY,40505,3246,38.0643515,-84.472267,Fayette County,16,Open,(859)233-4600 - 1402,(859) 231-9262,200,"Community Action Council For Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
04HP000575,2,community_action_council_for_lexington_fayette_bourbon_harrison_nicholas_counties_inc_ky,The Prep Academy at South Lexington,3500 Arbor Dr,NA,Lexington,KY,40517,3400,37.9707526,-84.4755466,Fayette County,16,Open,(859)233-4600 - 1402,(859) 317-9434,200,"Community Action Council For Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,NA,Lexington,KY,40508,2451,Fayette County
03HP000595,2,total_action_against_poverty_in_roanoke_valley_va,EHS - PTNR - Craig County,100 Brooks St,NA,New Castle,VA,24127,8057,37.489932,-80.1156573,Craig County,26,Open,(540)767-6069,(540) 864-7700,200,"Total Action Against Poverty in Roanoke Valley, Inc.",302 2nd Street SW,NA,Roanoke,VA,24011,1514,Roanoke city
03HP000595,2,total_action_against_poverty_in_roanoke_valley_va,EHS - PTNR - Kids & Co.,701 Wenonah Ave,NA,Pearisburg,VA,24134,1667,37.3272763,-80.732407,Giles County,22,Open,(540)767-6069,(540) 921-3024,200,"Total Action Against Poverty in Roanoke Valley, Inc.",302 2nd Street SW,NA,Roanoke,VA,24011,1514,Roanoke city
03HP000595,2,total_action_against_poverty_in_roanoke_valley_va,EHS - PTNR - Yellow Brick Road,410 Yellow Brick Rd,NA,Lexington,VA,24450,2740,37.7805349,-79.4405079,Rockbridge County,13,Open,(540)767-6069,(540) 463-7344,200,"Total Action Against Poverty in Roanoke Valley, Inc.",302 2nd Street SW,NA,Roanoke,VA,24011,1514,Roanoke city
03HP000595,2,total_action_against_poverty_in_roanoke_valley_va,EHS - PTNR. - Rainbow Riders,2308 Merrimac Rd,NA,Blacksburg,VA,24060,3756,37.2109624,-80.4664585,Montgomery County,14,Open,(540)767-6069,(540) 552-3636,200,"Total Action Against Poverty in Roanoke Valley, Inc.",302 2nd Street SW,NA,Roanoke,VA,24011,1514,Roanoke city
03HP000595,2,total_action_against_poverty_in_roanoke_valley_va,EHS - PTNR -Small Steps Infant Academy,1224 Peters Creek Rd NW,NA,Roanoke,VA,24017,5820,37.2992095,-80.0082286,Roanoke city,14,Open,(540)767-6069,(540) 562-8882,200,"Total Action Against Poverty in Roanoke Valley, Inc.",302 2nd Street SW,NA,Roanoke,VA,24011,1514,Roanoke city
03HP000595,2,total_action_against_poverty_in_roanoke_valley_va,EHS - PTNR -Small Steps Learning Academy,2131 Apperson Dr,NA,Salem,VA,24153,7235,37.2660236,-80.0211354,Salem city,14,Open,(540)767-6069,(540) 904-6808,200,"Total Action Against Poverty in Roanoke Valley, Inc.",302 2nd Street SW,NA,Roanoke,VA,24011,1514,Roanoke city
02HP000592,2,leaguers_inc_the_nj,The Leaguers Learning Academy,405 University Ave,NA,Newark,NJ,07102,1219,40.7334731,-74.1784481,Essex County,24,Open,(973)643-0300,(973) 643-0300,200,The Leaguers,405 University Avenue,NA,Newark,NJ,07102,1219,Essex County
02HP000592,2,leaguers_inc_the_nj,The Leaguers Learning Academy Site II,200 S Orange Ave,NA,Newark,NJ,07103,2724,40.7387657,-74.1911169,Essex County,32,Open,(973)643-0300,(973) 643-0300,200,The Leaguers,405 University Avenue,NA,Newark,NJ,07102,1219,Essex County
02HP000592,2,leaguers_inc_the_nj,New Community Extended Care Center,266 S Orange Ave,NA,Newark,NJ,07103,2457,40.7386963,-74.1948617,Essex County,32,Open,(973)643-0300,(973) 643-0300,200,The Leaguers,405 University Avenue,NA,Newark,NJ,07102,1219,Essex County
02HP000592,2,leaguers_inc_the_nj,New Community:Community Hill Early Learning Center,85 Irvine Turner Blvd,NA,Newark,NJ,07103,2945,40.7317542,-74.1894063,Essex County,40,Open,(973)643-0300,(973) 643-0300,200,The Leaguers,405 University Avenue,NA,Newark,NJ,07102,1219,Essex County
02HP000592,2,leaguers_inc_the_nj,Montgomery Heights,671 M L King Blvd,NA,Newark,NJ,07102,1186,40.729593,-74.183033,Essex County,32,Open,(973)643-0300,(973) 643-0300,200,The Leaguers,405 University Avenue,NA,Newark,NJ,07102,1219,Essex County
02HP000573,2,schenectady_community_action_program_inc_ny,ACAP - Early Learning Center (ELC),25 Monroe St,NA,Albany,NY,12206,2732,42.654441,-73.752189,Albany County,16,Open,(518)377-8539,(518) 377-8539,200,Schenectady Community Action Program,913 Albany St,NA,Schenectady,NY,12307,1401,Schenectady County
02HP000573,2,schenectady_community_action_program_inc_ny,ACAP - Nathan Lebron Center (NLC),170 Ontario St,NA,Albany,NY,12206,2321,42.6651892,-73.7767856,Albany County,8,Open,(518)377-8539,(518) 377-8539,200,Schenectady Community Action Program,913 Albany St,NA,Schenectady,NY,12307,1401,Schenectady County
02HP000573,2,schenectady_community_action_program_inc_ny,YWCA Wa,44 Washington Ave,NA,Schenectady,NY,12305,1737,42.8166411,-73.9496979,Schenectady County,8,Open,(518)377-8539,(518) 377-8539,200,Schenectady Community Action Program,913 Albany St,NA,Schenectady,NY,12307,1401,Schenectady County
02CH012814,1,northwest_new_jersey_community_action_program_incorporated_nj,Hopatcong Head Start,406 Wills Ave,NA,Stanhope,NJ,07874,2332,40.915044,-74.684457,Sussex County,15,Open,(908)454-8830,(973) 398-4486,000,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,1,northwest_new_jersey_community_action_program_incorporated_nj,Washington Head Start,2 Pohatcong Ave,NA,Washington,NJ,07882,1800,40.776855,-74.982817,Warren County,30,Open,(908)454-8830,(908) 689-4668,000,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,1,northwest_new_jersey_community_action_program_incorporated_nj,Newton Head Start and Early Head Start,111 Ryerson Ave,NA,Newton,NJ,07860,1529,41.0454222373498,-74.7639991031799,Sussex County,15,Open,(908)454-8830,(973) 300-4091,000,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,1,northwest_new_jersey_community_action_program_incorporated_nj,Ringoes Head Start,79 Highway 202/31 N,Suites 200-202,Ringoes,NJ,08551,-1,40.4578056,-74.859839,Hunterdon County,45,Open,(908)454-8830,(908) 284-4757,000,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,1,northwest_new_jersey_community_action_program_incorporated_nj,Fisher Head Start,535 Fisher Ave,Ste C,Phillipsburg,NJ,08865,2622,40.6952186,-75.1764775,Warren County,30,Open,(908)454-8830,(908) 454-5936,000,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,1,northwest_new_jersey_community_action_program_incorporated_nj,Wantage Head Start and Early Head Start,9 Boulder Hills Blvd,NA,Wantage,NJ,07461,5500,41.1835315,-74.5912244,Sussex County,15,Open,(908)454-8830,(908) 454-8830,000,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,1,northwest_new_jersey_community_action_program_incorporated_nj,Hackettstown Head Start and Early Head Start,226 Main St,NA,Hackettstown,NJ,07840,2075,40.8519107,-74.8275698,Warren County,15,Open,(908)454-8830,(908) 452-5803,000,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,2,northwest_new_jersey_community_action_program_incorporated_nj,Roseberry Early Head Start,604 Roseberry St,NA,Phillipsburg,NJ,08865,2611,40.690906,-75.173021,Warren County,16,Open,(908)454-8830,(908) 213-6873,200,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,2,northwest_new_jersey_community_action_program_incorporated_nj,Newton Head Start and Early Head Start,111 Ryerson Ave,NA,Newton,NJ,07860,1529,41.0454222373498,-74.7639991031799,Sussex County,28,Open,(908)454-8830,(973) 300-4091,200,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,2,northwest_new_jersey_community_action_program_incorporated_nj,Denville Early Head Start,42 Peer Pl,NA,Denville,NJ,07834,3704,40.8631281,-74.509464500000007,Morris County,48,Open,(908)454-8830,(862) 244-9387,200,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,2,northwest_new_jersey_community_action_program_incorporated_nj,Flemington Early Head Start,116 Main St,NA,Flemington,NJ,08822,1449,40.5094057,-74.8584345,Hunterdon County,60,Open,(908)454-8830,(908) 824-2525,200,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,2,northwest_new_jersey_community_action_program_incorporated_nj,Wantage Head Start and Early Head Start,9 Boulder Hills Blvd,NA,Wantage,NJ,07461,5500,41.1835315,-74.5912244,Sussex County,24,Open,(908)454-8830,(908) 454-8830,200,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012814,2,northwest_new_jersey_community_action_program_incorporated_nj,Hackettstown Head Start and Early Head Start,226 Main St,NA,Hackettstown,NJ,07840,2075,40.8519107,-74.8275698,Warren County,40,Open,(908)454-8830,(908) 452-5803,200,"Northwest New Jersey Community Action Program, Inc",480 Memorial Pkwy,Unit 303,Phillipsburg,NJ,08865,1575,Warren County
02CH012812,1,schuyler_head_start_inc_ny,"Schuyler Head Start, Inc",323 Owego St,Unit 1,Montour Falls,NY,14865,9625,42.340858,-76.841332,Schuyler County,73,Open,(607)535-6814,(607) 535-6814,000,"Schuyler Head Start, Inc",323 Owego Street,Unit 1,Montour Falls,NY,14865,0576,Schuyler County
02CH012812,1,schuyler_head_start_inc_ny,Watkins Glen Elementary School,612 S Decatur St,NA,Watkins Glen,NY,14891,1613,42.372475,-76.8657001,Schuyler County,17,Open,(607)535-6814,(607) 535-3250,000,"Schuyler Head Start, Inc",323 Owego Street,Unit 1,Montour Falls,NY,14865,0576,Schuyler County
02CH012813,2,community_action_program_for_madison_county_inc_ny,Community Action Program For Madison County,1001 New Market Dr,NA,Canastota,NY,13032,5015,43.0655358,-75.7557125,Madison County,65,Open,(315)684-3144,(315) 697-3588,200,"Community Action Program for Madison County, Inc.",1001 New Market Dr,NA,Canastota,NY,13032,5015,Madison County
02CH012820,2,grand_street_settlement_inc_ny,Grand Street Settlement Delancey Child and Family Center,294 Delancey St,NA,New York,NY,10002,3602,40.7163589,-73.9792554,New York County,20,Open,(646)201-4202,(212) 777-0656,200,Grand Street Settlement,Early Head Start Program,80 Pitt Street,New York,NY,10002,3516,New York County
02CH012820,2,grand_street_settlement_inc_ny,Grand Street Settlement Lower East Side Child and Family Center,300 Delancey St,NA,New York,NY,10002,3602,40.716844,-73.9786841,New York County,24,Open,(646)201-4202,(212) 228-8240,200,Grand Street Settlement,Early Head Start Program,80 Pitt Street,New York,NY,10002,3516,New York County
02CH012820,2,grand_street_settlement_inc_ny,Grand St. Settlement 319 Stanhope,319 Stanhope St,NA,Brooklyn,NY,11237,4355,40.7031185,-73.918576,Kings County,12,Open,(646)201-4202,NA,200,Grand Street Settlement,Early Head Start Program,80 Pitt Street,New York,NY,10002,3516,New York County
02CH012820,2,grand_street_settlement_inc_ny,Grand St. Settlement Sunset Park Child and Family Center,928 55th St,Fl 1,Brooklyn,NY,11219,4195,40.6364173,-74.0038693,Kings County,12,Open,(646)201-4202,NA,200,Grand Street Settlement,Early Head Start Program,80 Pitt Street,New York,NY,10002,3516,New York County
02CH012820,2,grand_street_settlement_inc_ny,GSS Partner- Traditional,1469B Broadway,NA,Brooklyn,NY,11221,4238,40.6876467,-73.9185486,Kings County,8,Open,(646)201-4202,NA,200,Grand Street Settlement,Early Head Start Program,80 Pitt Street,New York,NY,10002,3516,New York County
02CH012820,1,grand_street_settlement_inc_ny,GSS Partner- HMH,60 Catherine St,NA,New York,NY,10038,1306,40.7115094026547,-73.9971702492126,New York County,19,Open,(646)201-4202,NA,000,Grand Street Settlement,80 Pitt St,Early Head Start Program,New York,NY,10002,3516,New York County
