SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,GRADE,RACE_ETHNICITY,SEX,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2018-2019,36,NEW YORK,NY,CLEVELAND HILL MIDDLE SCHOOL,01,,NY-140703020000,3607680,NY-140703020000-140703020004,360768004583,3604583,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLIFTON-FINE ELEMENTARY SCHOOL,01,,NY-510401040000,3607710,NY-510401040000-510401040002,360771000552,3600552,Pre-Kindergarten,No Category Codes,No Category Codes,13,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLIFTON-FINE JUNIOR-SENIOR HIGH SCHOOL,01,,NY-510401040000,3607710,NY-510401040000-510401040001,360771000553,3600553,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLINTON ELEMENTARY SCHOOL,01,,NY-411101060000,3607770,NY-411101060000-411101060001,360777000555,3600555,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLINTON MIDDLE SCHOOL,01,,NY-411101060000,3607770,NY-411101060000-411101060004,360777000556,3600556,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLINTON SENIOR HIGH SCHOOL,01,,NY-411101060000,3607770,NY-411101060000-411101060005,360777000557,3600557,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLYDE-SAVANNAH ELEMENTARY SCHOOL,01,,NY-650301040000,3607860,NY-650301040000-650301040002,360786000558,3600558,Pre-Kindergarten,No Category Codes,No Category Codes,32,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLYDE-SAVANNAH HIGH SCHOOL,01,,NY-650301040000,3607860,NY-650301040000-650301040003,360786000559,3600559,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLYDE-SAVANNAH MIDDLE SCHOOL,01,,NY-650301040000,3607860,NY-650301040000-650301040004,360786006290,3606290,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLYMER CENTRAL SCHOOL,01,,NY-060701040000,3607890,NY-060701040000-060701040003,360789000562,3600562,Pre-Kindergarten,No Category Codes,No Category Codes,19,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ABRAM LANSING SCHOOL,01,,NY-010500010000,3607980,NY-010500010000-010500010005,360798000568,3600568,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COHOES HIGH SCHOOL,01,,NY-010500010000,3607980,NY-010500010000-010500010007,360798000569,3600569,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COHOES MIDDLE SCHOOL,01,,NY-010500010000,3607980,NY-010500010000-010500010008,360798000570,3600570,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,VAN SCHAICK ISLAND SCHOOL,01,,NY-010500010000,3607980,NY-010500010000-010500010006,360798000572,3600572,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,HARMONY HILL SCHOOL,01,,NY-010500010000,3607980,NY-010500010000-010500010009,360798004584,3604584,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COLD SPRING HARBOR HIGH SCHOOL,01,,NY-580402060000,3608010,NY-580402060000-580402060004,360801000573,3600573,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,LLOYD HARBOR SCHOOL,01,,NY-580402060000,3608010,NY-580402060000-580402060002,360801000574,3600574,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WEST SIDE SCHOOL,01,,NY-580402060000,3608010,NY-580402060000-580402060003,360801000575,3600575,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,GOOSEHILL PRIMARY CENTER,01,,NY-580402060000,3608010,NY-580402060000-580402060005,360801001044,3601044,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COLTON-PIERREPONT CENTRAL SCHOOL,01,,NY-510501040000,3608100,NY-510501040000-510501040001,360810000576,3600576,Pre-Kindergarten,No Category Codes,No Category Codes,22,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,BURR INTERMEDIATE SCHOOL,01,,NY-580410030000,3608130,NY-580410030000-580410030020,360813000577,3600577,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COMMACK HIGH SCHOOL,01,,NY-580410030000,3608130,NY-580410030000-580410030017,360813000580,3600580,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COMMACK MIDDLE SCHOOL,01,,NY-580410030000,3608130,NY-580410030000-580410030019,360813000581,3600581,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,NORTH RIDGE SCHOOL,01,,NY-580410030000,3608130,NY-580410030000-580410030008,360813000587,3600587,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ROLLING HILLS SCHOOL,01,,NY-580410030000,3608130,NY-580410030000-580410030018,360813000589,3600589,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,SAWMILL INTERMEDIATE SCHOOL,01,,NY-580410030000,3608130,NY-580410030000-580410030021,360813000591,3600591,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WOOD PARK SCHOOL,01,,NY-580410030000,3608130,NY-580410030000-580410030014,360813000594,3600594,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,INDIAN HOLLOW SCHOOL,01,,NY-580410030000,3608130,NY-580410030000-580410030005,360813004382,3604382,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CHEROKEE STREET ELEMENTARY SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060007,360816000596,3600596,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CONNETQUOT HIGH SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060006,360816000597,3600597,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EDITH L SLOCUM ELEMENTARY SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060004,360816000598,3600598,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EDWARD J BOSTI ELEMENTARY SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060009,360816000599,3600599,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,IDLE HOUR ELEMENTARY SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060008,360816000601,3600601,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,JOHN PEARL ELEMENTARY SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060003,360816000602,3600602,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,OAKDALE-BOHEMIA MIDDLE SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060011,360816000603,3600603,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,RONKONKOMA MIDDLE SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060010,360816000604,3600604,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,SYCAMORE AVENUE ELEMENTARY SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060005,360816000605,3600605,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,HELEN B DUFFIELD ELEMENTARY SCHOOL,01,,NY-580507060000,3608160,NY-580507060000-580507060002,360816004383,3604383,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COOPERSTOWN JUNIOR/SENIOR HIGH SCHOOL,01,,NY-471701040000,3608250,NY-471701040000-471701040003,360825000606,3600606,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COOPERSTOWN ELEMENTARY SCHOOL,01,,NY-471701040000,3608250,NY-471701040000-471701040001,360825000607,3600607,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COPENHAGEN CENTRAL SCHOOL,01,,NY-230201040000,3608280,NY-230201040000-230201040001,360828000608,3600608,Pre-Kindergarten,No Category Codes,No Category Codes,48,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WALTER G O'CONNELL COPIAGUE HIGH SCHOOL,01,,NY-580105030000,3608310,NY-580105030000-580105030005,360831000609,3600609,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COPIAGUE MIDDLE SCHOOL,01,,NY-580105030000,3608310,NY-580105030000-580105030006,360831000610,3600610,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DEAUVILLE GARDENS EAST ELEMENTARY SCHOOL,01,,NY-580105030000,3608310,NY-580105030000-580105030001,360831000611,3600611,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,GREAT NECK ROAD ELEMENTARY SCHOOL,01,,NY-580105030000,3608310,NY-580105030000-580105030002,360831000612,3600612,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,SUSAN E WILEY SCHOOL,01,,NY-580105030000,3608310,NY-580105030000-580105030004,360831000614,3600614,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DEAUVILLE GARDENS WEST ELEMENTARY SCHOOL,01,,NY-580105030000,3608310,NY-580105030000-580105030007,360831006333,3606333,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PEMBROKE INTERMEDIATE SCHOOL,01,,NY-181302040000,3608340,NY-181302040000-181302040001,360834000615,3600615,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PEMBROKE JUNIOR-SENIOR HIGH SCHOOL,01,,NY-181302040000,3608340,NY-181302040000-181302040002,360834000616,3600616,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PEMBROKE PRIMARY SCHOOL,01,,NY-181302040000,3608340,NY-181302040000-181302040003,360834000617,3600617,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORINTH HIGH SCHOOL,01,,NY-520401040000,3608370,NY-520401040000-520401040007,360837000618,3600618,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORINTH MIDDLE SCHOOL,01,,NY-520401040000,3608370,NY-520401040000-520401040008,360837002624,3602624,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORINTH ELEMENTARY SCHOOL,01,,NY-520401040000,3608370,NY-520401040000-520401040009,360837002644,3602644,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CALVIN U SMITH ELEMENTARY SCHOOL,01,,NY-571000010000,3608400,NY-571000010000-571000010003,360840000625,3600625,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORNING-PAINTED POST HIGH SCHOOL,01,,NY-571000010000,3608400,NY-571000010000-571000010017,360840000628,3600628,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ERWIN VALLEY ELEMENTARY SCHOOL,01,,NY-571000010000,3608400,NY-571000010000-571000010005,360840000630,3600630,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,FREDERICK CARDER ELEMENTARY SCHOOL,01,,NY-571000010000,3608400,NY-571000010000-571000010007,360840000632,3600632,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,HUGH W GREGG ELEMENTARY SCHOOL,01,,NY-571000010000,3608400,NY-571000010000-571000010008,360840000633,3600633,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WINFIELD STREET ELEMENTARY SCHOOL,01,,NY-571000010000,3608400,NY-571000010000-571000010013,360840000639,3600639,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WILLIAM E SEVERN ELEMENTARY SCHOOL,01,,NY-571000010000,3608400,NY-571000010000-571000010012,360840000640,3600640,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORNING PAINTED POST HIGH SCHOOL LEARNING CENTER,01,,NY-571000010000,3608400,NY-571000010000-571000010019,360840005574,3605574,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORNING-PAINTED POST MIDDLE SCHOOL,01,,NY-571000010000,3608400,NY-571000010000-571000010020,360840006459,3606459,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORNWALL ELEMENTARY SCHOOL,01,,NY-440301060000,3608430,NY-440301060000-440301060004,360843000641,3600641,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORNWALL CENTRAL HIGH SCHOOL,01,,NY-440301060000,3608430,NY-440301060000-440301060003,360843000642,3600642,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORNWALL-ON-HUDSON ELEMENTARY SCHOOL,01,,NY-440301060000,3608430,NY-440301060000-440301060002,360843000643,3600643,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WILLOW AVENUE ELEMENTARY SCHOOL,01,,NY-440301060000,3608430,NY-440301060000-440301060001,360843000644,3600644,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORNWALL MIDDLE SCHOOL,01,,NY-440301060000,3608430,NY-440301060000-440301060005,360843005575,3605575,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ALTON B PARKER SCHOOL,01,,NY-110200010000,3608460,NY-110200010000-110200010008,360846000645,3600645,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORTLAND HIGH SCHOOL,01,,NY-110200010000,3608460,NY-110200010000-110200010011,360846000646,3600646,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,F E SMITH SCHOOL,01,,NY-110200010000,3608460,NY-110200010000-110200010010,360846000647,3600647,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,FRANKLYN S BARRY SCHOOL,01,,NY-110200010000,3608460,NY-110200010000-110200010003,360846000648,3600648,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,RANDALL SCHOOL,01,,NY-110200010000,3608460,NY-110200010000-110200010009,360846000650,3600650,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,VIRGIL ELEMENTARY SCHOOL,01,,NY-110200010000,3608460,NY-110200010000-110200010004,360846000651,3600651,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CORTLAND JUNIOR HIGH SCHOOL,01,,NY-110200010000,3608460,NY-110200010000-110200010012,360846006612,3606612,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,MOUNT PLEASANT-COTTAGE SCHOOL,01,,NY-660804020000,3608470,NY-660804020000-660804020002,360847000652,3600652,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EDENWALD SCHOOL,01,,NY-660804020000,3608470,NY-660804020000-660804020003,360847000653,3600653,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EDWARD J ARTHUR ELEMENTARY SCHOOL,01,,NY-190501040000,3608490,NY-190501040000-190501040003,360849000655,3600655,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COXSACKIE-ATHENS HIGH SCHOOL,01,,NY-190501040000,3608490,NY-190501040000-190501040001,360849000656,3600656,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COXSACKIE ELEMENTARY SCHOOL,01,,NY-190501040000,3608490,NY-190501040000-190501040002,360849000657,3600657,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COXSACKIE-ATHENS MIDDLE SCHOOL,01,,NY-190501040000,3608490,NY-190501040000-190501040004,360849004765,3604765,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CARRIE E TOMPKINS SCHOOL,01,,NY-660202030000,3608580,NY-660202030000-660202030001,360858000658,3600658,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CROTON-HARMON HIGH SCHOOL,01,,NY-660202030000,3608580,NY-660202030000-660202030003,360858000659,3600659,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PIERRE VAN CORTLANDT SCHOOL,01,,NY-660202030000,3608580,NY-660202030000-660202030002,360858000660,3600660,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CROWN POINT CENTRAL SCHOOL,01,,NY-150203040000,3608610,NY-150203040000-150203040001,360861000661,3600661,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DANSVILLE PRIMARY SCHOOL,01,,NY-241001060000,3608790,NY-241001060000-241001060004,360879000666,3600666,Pre-Kindergarten,No Category Codes,No Category Codes,110,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DANSVILLE HIGH SCHOOL,01,,NY-241001060000,3608790,NY-241001060000-241001060003,360879000667,3600667,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ELLIS B HYDE ELEMENTARY SCHOOL,01,,NY-241001060000,3608790,NY-241001060000-241001060001,360879004385,3604385,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DERUYTER HIGH SCHOOL,01,,NY-250301040000,3608850,NY-250301040000-250301040001,360885000670,3600670,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DERUYTER ELEMENTARY SCHOOL,01,,NY-250301040000,3608850,NY-250301040000-250301040002,360885004585,3604585,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,MAY MOORE PRIMARY SCHOOL,01,,NY-580107030000,3608880,NY-580107030000-580107030001,360888004712,3604712,Pre-Kindergarten,No Category Codes,No Category Codes,70,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,JOHN QUINCY ADAMS PRIMARY SCHOOL,01,,NY-580107030000,3608880,NY-580107030000-580107030004,360888004713,3604713,Pre-Kindergarten,No Category Codes,No Category Codes,84,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DEER PARK HIGH SCHOOL,01,,NY-580107030000,3608880,NY-580107030000-580107030007,360888004714,3604714,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,JOHN F KENNEDY INTERMEDIATE SCHOOL,01,,NY-580107030000,3608880,NY-580107030000-580107030008,360888004715,3604715,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ROBERT FROST MIDDLE SCHOOL,01,,NY-580107030000,3608880,NY-580107030000-580107030009,360888004716,3604716,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DELAWARE ACADEMY ELEMENTARY SCHOOL,01,,NY-120501040000,3608910,NY-120501040000-120501040001,360891000680,3600680,Pre-Kindergarten,No Category Codes,No Category Codes,1,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DELAWARE ACADEMY HIGH SCHOOL,01,,NY-120501040000,3608910,NY-120501040000-120501040002,360891000681,3600681,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ARCADE ELEMENTARY SCHOOL,01,,NY-043501060000,3608970,NY-043501060000-043501060005,360897000683,3600683,Pre-Kindergarten,No Category Codes,No Category Codes,50,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DELEVAN ELEMENTARY SCHOOL,01,,NY-043501060000,3608970,NY-043501060000-043501060001,360897000684,3600684,Pre-Kindergarten,No Category Codes,No Category Codes,52,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PIONEER MIDDLE SCHOOL,01,,NY-043501060000,3608970,NY-043501060000-043501060004,360897000685,3600685,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PIONEER SENIOR HIGH SCHOOL,01,,NY-043501060000,3608970,NY-043501060000-043501060006,360897000686,3600686,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CAYUGA HEIGHTS ELEMENTARY SCHOOL,01,,NY-140707030000,3609030,NY-140707030000-140707030005,360903000688,3600688,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DEPEW HIGH SCHOOL,01,,NY-140707030000,3609030,NY-140707030000-140707030003,360903000689,3600689,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DEPEW MIDDLE SCHOOL,01,,NY-140707030000,3609030,NY-140707030000-140707030004,360903000690,3600690,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DEPOSIT ELEMENTARY SCHOOL,01,,NY-031301040000,3609060,NY-031301040000-031301040002,360906000693,3600693,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,01,,NY-031301040000,3609060,NY-031301040000-031301040003,360906000694,3600694,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,JAMESVILLE ELEMENTARY SCHOOL,01,,NY-420411060000,3609090,NY-420411060000-420411060002,360909000696,3600696,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,JAMESVILLE-DEWITT HIGH SCHOOL,01,,NY-420411060000,3609090,NY-420411060000-420411060006,360909000697,3600697,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,JAMESVILLE-DEWITT MIDDLE SCHOOL,01,,NY-420411060000,3609090,NY-420411060000-420411060005,360909000698,3600698,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,MOSES DEWITT ELEMENTARY SCHOOL,01,,NY-420411060000,3609090,NY-420411060000-420411060003,360909000699,3600699,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,TECUMSEH ELEMENTARY SCHOOL,01,,NY-420411060000,3609090,NY-420411060000-420411060004,360909004766,3604766,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DOBBS FERRY HIGH SCHOOL,01,,NY-660403030000,3609120,NY-660403030000-660403030002,360912000702,3600702,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,SPRINGHURST ELEMENTARY SCHOOL,01,,NY-660403030000,3609120,NY-660403030000-660403030001,360912000703,3600703,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DOBBS FERRY MIDDLE SCHOOL,01,,NY-660403030000,3609120,NY-660403030000-660403030003,360912004681,3604681,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
