County,Name,Licensee_Owner,Director,Location_Street1,Location_Street_2,Location_City,Location_State,Location_Zip,Location_Zip_Updated,Latitude,Longitude,Capacity,Age_Range_of_Service,ObjectId
FAYETTE,Creative Kids Child Care Center,"Creative Kids Child Care Center, Inc.","Elias, Nadia Martha",2385 Huguenard Drive,,Lexington,KY,40503,40503,38.005688,-84.52252,99,INFANT TO TWO_TO_SCHOOL,814
FAYETTE,Extended School Program at Northern Elem School,Lexington Fayette Urban County Government,"Prater, Lee Marie",330 Rookwood Parkway,,Lexington,KY,40505,40505,38.06258,-84.46251,100,SCHOOL_AGE,815
FAYETTE,YMCA Beaumont Middle Before School Program,"Young Men's Christian Association Of Central Kentucky, Inc.","Berry, Jessica Denise",2080 Georgian Way,,Lexington,KY,40504,40504,38.03339,-84.55646,150,SCHOOL_AGE,816
CALDWELL,Golden Rule Preschool,"Golden Rule Preschool, Inc.","Nelson, Carmen Melissa",705 Mechanic Street,,Princeton,KY,42445,42445,37.111443,-87.88882,30,TWO_TO_SCHOOL TO SCHOOL_AGE,817
ANDERSON,Saffell Street School After School Child Care,Anderson County Board Of Education,"Shepherd, Judy H",210 Saffell Street,,Lawrenceburg,KY,40342,40342,38.030766,-84.89787,83,SCHOOL_AGE,818
ANDERSON,Christian Academy of Lawrenceburg Preschool,"Christian Academy Of Lawrenceburg, Kentucky, Inc.","Robinson, Elizabeth Michelle",126 North Main Street,,Lawrenceburg,KY,40342,40342,38.03738,-84.89637,73,TWO_TO_SCHOOL TO SCHOOL_AGE,819
ANDERSON,Emma B. Ward Elementary Wrap Around Daycare,Anderson County Board Of Education,"Hood, Clara Ann",1150 Bypass North,,Lawrenceburg,KY,40342,40342,38.008604,-84.90267,349,INFANT TO SCHOOL_AGE,820
ANDERSON,Children's Landing Day & Learning Center,Stephanie Michelle Alves,"Alves, Stephanie Michelle",94 Bluebird Court,,Lawrenceburg,KY,40342,40342,38.042934,-84.88732,84,INFANT TO SCHOOL_AGE,821
ANDERSON,Anderson County Kids Club,Linda  Jo Bates,"Bates, Linda  Jo",1338 Alton Station Road,,Lawrenceburg,KY,40342,40342,38.077404,-84.95301,30,TWO_TO_SCHOOL TO SCHOOL_AGE,822
ANDERSON,Robert B. Turner After School Program,Anderson County Board Of Education,"Burkhead, Lisa",1411 Fox Creek Rd.,,Lawrenceburg,KY,40342,40342,38.016117,-84.922714,200,SCHOOL_AGE,823
ANDERSON,Little Acorns,"Little Acorns, Llc","Stratton, Shawna Nicole",1016 Alton Station Road,,Lawrenceburg,KY,40342,40342,38.078533,-84.92775,35,INFANT TO SCHOOL_AGE,824
ANDERSON,Creative Minds Academy,Creative Minds Academy,"Shewmaker, Kaitlyn Michelle",1439 Us-127 Bypass,,Lawrenceburg,KY,40342,40342,38.005706,-84.90099,61,INFANT TO SCHOOL_AGE,825
ANDERSON,Creative Minds K-Prep,Creative Minds Academy,"Hatfield, Emily",1154 Bypass North,,Lawrenceburg,KY,40342,40342,38.008604,-84.90267,22,TWO_TO_SCHOOL,826
ANDERSON,Handprints Daycare,Ann Marie Wilds,"Phillips, Carrie Lynn",149 West Woodford St.,,Lawrenceburg,KY,40342,40342,38.03591,-84.90135,40,INFANT TO SCHOOL_AGE,827
BALLARD,After School Kids (ASK),Ballard County Board Of Education,"Childress, Rhonda Kay",3383 Paducah Road,,Barlow,KY,42024,42024,37.065047,-88.999895,85,TWO_TO_SCHOOL TO SCHOOL_AGE,828
BALLARD,Stop-N-Go Daycare,Ballard County Board Of Education,"Childress, Rhonda Kay",3383 Paducah Road,Ballard County Elementary School,Barlow,KY,42024,42024,37.065047,-88.999895,20,TWO_TO_SCHOOL,829
BALLARD,Kids Kare Kevil,"Glc, Inc.","Hunter, Denise Chevonne",858 Veterans Avenue,,Kevil,KY,42053,42053,37.078895,-88.881632,99,INFANT TO SCHOOL_AGE,830
BARREN,Glasgow Learning & Children's Center,"Community Action Of Southern Kentucky, Incorporated","Brown, Carla Y.",899 Shamrock Place,,Glasgow,KY,42141-3141,42141,36.997073,-85.899331,80,INFANT TO TWO_TO_SCHOOL,831
BARREN,Cave City Head Start,"Community Action Of Southern Kentucky, Incorporated","Brown, Carla Y.",Apt G-1 E.P. Terry Estates,,Cave City,KY,42127,42127,36.710039,-85.685289,20,TWO_TO_SCHOOL,832
BARREN,Glasgow's 'Let's Go Play' Academy,"ADMO, LLC","Wix, Shelly Rene'",218 Parkview Drive,,Glasgow,KY,42141,42141,36.984257,-85.93909,99,INFANT TO SCHOOL_AGE,833
BARREN,Kids Daycare and Learning Center,Diane Capps,"Capps, Diane",855 N. L. Roger Wells Blvd.,,Glasgow,KY,42141,42141,36.909309,-85.882509,49,TODDLER TO SCHOOL_AGE,834
BARREN,Barren County Family YMCA Child Care,"Barren County Family Ymca, Inc.","Roach, Melissa Annette",1 Ymca Way,,Glasgow,KY,42141,42141,37.00918,-85.92928,140,TWO_TO_SCHOOL TO SCHOOL_AGE,835
BARREN,Montessori Academy of Glasgow,"Montessori Academy Of Glasgow, Inc.","Alexander, Mary Ann",100 Montessori Way,,Glasgow,KY,42141,42141,36.942763,-85.941203,80,TODDLER TO SCHOOL_AGE,836
BARREN,Gethsemane Baptist Child Care & Learning Center,"Gethsemane Baptist Church, Barren County, Kentucky, Inc.","Gibbons, Brittany Ann",4505 Tompkinsville Road,,Glasgow,KY,42141,42141,36.938335,-85.87865,69,INFANT TO SCHOOL_AGE,837
BARREN,Glasgow Christian Academy,"Glasgow Christian Academy, Inc.","Simpson, Melissa Sue",600 Old Cavalry Drive,,Glasgow,KY,42141,42141,36.98045,-85.935745,75,TWO_TO_SCHOOL TO SCHOOL_AGE,838
BARREN,Learning Tree Child Care,"Learning Tree Child Care, Inc","Reynolds, Joann Rayburn",600 South Dixie,,Cave City,KY,42127,42127,37.13048,-85.960724,40,INFANT TO SCHOOL_AGE,839
BARREN,YMCA Childcare at South Green,"Barren County Family Ymca, Inc.","Roach, Melissa Annette",300 James T. Rogers Dr.,,Glasgow,KY,42141,42141,36.999542,-86.03725,69,TWO_TO_SCHOOL TO SCHOOL_AGE,840
BARREN,Learning Ladder Kids Academy,Ky Kids Inc.,"Holcomb, Kathy Rene'",1100 Cleveland Avenue,,Glasgow,KY,42141,42141,36.988575,-85.93473,47,INFANT TO SCHOOL_AGE,841
BARREN,Children's Choice Academy,Kathy Darlene Crumpton,"Johnson, Lyndsey Page",1295 North Race Street,,Glasgow,KY,42141,42141,37.00985,-85.903366,75,INFANT TO SCHOOL_AGE,842
BARREN,Watch Me Grow Learning Center,"WATCH ME GROW LEARNING CENTER, LLC","BILLINGSLEY, ROBIN",219 Reynolds Road,,Glasgow,KY,42141,42141,37.012592,-85.93353,48,INFANT TO SCHOOL_AGE,843
BARREN,Happy Valley Learning Center,Glasgow Board of Education,"Emberton, Haley",629 West Cherry Street,,Glasgow,KY,42141,42141,37.005596,-85.91773,77,TWO_TO_SCHOOL,844
BATH,Owingsville School Age Child Care,Bath Co. Board Of Ed,"Jones, Willie Mae",50 Chenault Drive,,Owingsville,KY,40360,40360,38.137169,-83.775259,154,TWO_TO_SCHOOL TO SCHOOL_AGE,845
BATH,Bath County Head Start,"GATEWAY COMMUNITY SERVICE ORGANIZATION, INC.","Roe, Martina Renae",103 Kendall Springs,,Owingsville,KY,40360,40360,38.123902,-83.771814,116,INFANT TO TWO_TO_SCHOOL,846
BATH,Crossroads School Age Child Care,Bath Co. Board Of Ed,"Whitt, Kimberly Osborne",4755 East Highway 60,,Owingsville,KY,40360,40360,38.121314,-83.881638,46,TWO_TO_SCHOOL TO SCHOOL_AGE,847
BATH,Owingsville Baptist Church Daycare,"Owingsville Baptist Church, Inc.","Bailey, Christopher M",92 Coyle Street,,Owingsvile,KY,40360,40360,38.143375,-83.765526,49,INFANT TO TWO_TO_SCHOOL,848
BELL,Gateway Christian School,"Gateway Christian School, Inc.","Bingham, Amanda",North 25th Street,,Middlesboro,KY,40965,40965,36.616064,-83.721753,221,INFANT TO SCHOOL_AGE,849
BELL,Pride & Joy Child Care,Pride And Joy Incorporated,"Wyatt, Althea Jean",919 North 19th Street,,Middlesboro,KY,40965,40965,36.61929,-83.71273,80,INFANT TO SCHOOL_AGE,850
BELL,Noah's Ark Daycare Center,Edith Sue Kelly,"Ballenger, Angel Renee",117 North 17th Street,,Middlesboro,KY,40965,40965,36.611134,-83.71091,80,INFANT TO SCHOOL_AGE,851
BELL,Pineville Bell-Whitley Early Head Start Head Start/ Preschool,"Bell-Whitley Community Action Agency, Inc.","Hensley, Darcye J",535 Bill Adams Drive,,Pineville,KY,40977,40977,36.879049,-83.845275,19,INFANT TO TODDLER,852
BELL,Middlesboro Bell-Whitley Early Head Start Head Start/ Preschool,"Bell-Whitley Community Action Agency, Inc.","Hensley, Darcye J",502 Ashbury Avenue,,Middlesboro,KY,40965,40965,36.611531,-83.710963,19,INFANT TO TODDLER,853
BELL,Kidz Korner Daycare,Heather Elizabeth Sergent,"Sergent, Heather Elizabeth",2329 Cumberland Ave,,Middlesboro,KY,40965,40965,36.606873,-83.718925,47,INFANT TO SCHOOL_AGE,854
BELL,"Small Wonders Child Development Center, LLC","Small Wonders Child Development Center, Llc","Hall, Tiffany Nicole",125 West Lothbury Avenue,,Middlesboro,KY,40965,40965,36.608377,-83.7162,73,INFANT TO SCHOOL_AGE,855
BELL,First Friends Learning Center,"First Friends Learning Center, LLC","Frye, Paula Gail",207 E. Ky Avenue,,Pineville,KY,40977,40977,36.761436,-83.69638,31,INFANT TO SCHOOL_AGE,856
BOONE,Union Learning Center,"Union Presbyterian Church, Inc.","Haynes, Lisa Kay",10261 Hwy 42,,Union,KY,41091,41091,38.941068,-84.676951,113,INFANT TO SCHOOL_AGE,857
BOONE,Discover Zone,"Florence Christian Church, Inc.","Monday-Linville, Julie",300 Main Street,,Florence,KY,41042,41042,39.00028,-84.62713,190,INFANT TO SCHOOL_AGE,858
BOONE,Kid's Academy Christian Preschool,"First Church Of Christ (christian), Inc.","Gambrel, Michelle Anne",6080 Camp Ernst Road,,Burlington,KY,41005,41005,39.01975,-84.70221,226,TWO_TO_SCHOOL,859
BOONE,Immaculate Heart of Mary Preschool,Immaculate Heart Of Mary School,"Cesco, Karen Jean",5876 Veterans Way,,Burlington,KY,41005,41005,39.025593,-84.708374,26,TWO_TO_SCHOOL,860
BOONE,Little Miracles Child Development Center,"Little Miracles, Inc.","Alwaqfi, Barb Renee",5904 Taylor Road,,Burlington,KY,41005,41005,39.02138,-84.69073,80,INFANT TO SCHOOL_AGE,861
BOONE,Immaculate Heart of Mary After School Program,Diocese Of Covington,"Krzywonos, Jean Ann",5876 Veterans Way,,Burlington,KY,41005,41005,39.025593,-84.708374,99,SCHOOL_AGE,862
BOONE,Zion Christian Academy,Zion Christian Academy,"Culbertson, Cathryn ",10310 Dixie Highway,,Florence,KY,41042,41042,38.94704,-84.62182,60,TWO_TO_SCHOOL TO SCHOOL_AGE,863
BOONE,Kids Klub Daycare & Preschool,"K & P Enterprises Of Ky, Inc.","Porembski, Maureen",5900 Centennial Circle Ste. 130,,Florence,KY,41042,41042,39.015038,-84.6744,99,INFANT TO SCHOOL_AGE,864
BOONE,Littlest Angels Learning Center,"Littlest Angels' Learning Center, Inc.","DePue, Carrie Jeanne",1705 Mount Zion Road,,Union,KY,41091,41091,38.948116,-84.67085,179,INFANT TO SCHOOL_AGE,865
BOONE,Ockerman Elementary After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",8250 U.S. Highway 42,,Florence,KY,41042,41042,38.981088,-84.652385,302,SCHOOL_AGE,866
BOONE,Collins Elementary After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",9000 Spruce Drive,,Florence,KY,41042,41042,38.990147,-84.6166,60,SCHOOL_AGE,867
BOONE,"Penguin Play School, LLP","Penguin Playschool, LLP ","Goswick, Bonnie",7109 Hopeful Church Road,,Florence,KY,41042,41042,38.98893,-84.66408,96,INFANT TO SCHOOL_AGE,868
BOONE,Conner Child Development Center,Boone County Board Of Education,"Bell, Kimberly Ann",3300 Cougar Path,,Hebron,KY,41048,41048,39.0607,-84.70026,100,TODDLER TO SCHOOL_AGE,869
BOONE,Yealey Elementary After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",10 Yealey Drive,,Florence,KY,41042,41042,38.986645,-84.65989,107,SCHOOL_AGE,870
BOONE,The Goddard School,"Kids Rule ,llc","Bumpus, Shannon ",1501 Calvary Dr.,,Florence,KY,41042,41042,38.966236,-84.67221,155,INFANT TO SCHOOL_AGE,871
BOONE,R. C. Durr YMCA Y-Kids Child Care,Young Men's Christian Association Of Greater Cincinnati,"Chapman, Tami",5874 Veterans Way,,Burlington,KY,41005,41005,39.025517,-84.70828,270,TWO_TO_SCHOOL TO SCHOOL_AGE,872
BOONE,Walton-Verona Elem ASP,"Children, Inc.","Beane-Wright, Laura Michelle",15066 Porter Rd.,,Walton,KY,41092,41092,38.82055,-84.67157,19,SCHOOL_AGE,873
BOONE,St. Joseph Academy,"St. Joseph Academy, Inc.","O' Leary, Rhonda Lynn",48 Needmore St,,Walton,KY,41094,41094,38.860214,-84.61509,84,TWO_TO_SCHOOL TO SCHOOL_AGE,874
BOONE,Cross Roads Preschool,Crossroads Preschool Inc.,"Bungenstock, Terri ",3435 Limaburg Road,,Hebron,KY,41048,41048,39.05813,-84.70028,200,TWO_TO_SCHOOL,875
BOONE,Abby's Child Enrichment Center,"Abby's Child Enrichment Center, Inc.","Soucy, Amanda Margaret",2012 Terrace Court,,Florence,KY,41042,41042,38.967358,-84.67883,121,INFANT TO SCHOOL_AGE,876
BOONE,Shirley Mann Elem After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",10435 U. S. 42,,Union,KY,41091,41091,38.931312,-84.675262,294,SCHOOL_AGE,877
BOONE,New Haven Elem After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",10854 Us 42,,Union,KY,41091,41091,38.917126,-84.6811,219,SCHOOL_AGE,878
BOONE,My Baby's Daycare,Tonya Beth Webster,"Webster, Tonya Beth",12004 Green Road,,Walton,KY,41094,41094,38.89345,-84.56972,12,INFANT TO SCHOOL_AGE,879
BOONE,The Children's Place (TCP) Child Care Center,Stella Christine Geise,"Geise, Stella Christine",1784 Petersburg Road,,Hebron,KY,41048,41048,39.06598,-84.69654,66,INFANT TO SCHOOL_AGE,880
BOONE,All About Kids Childcare and Learning Center,James M Kaiser,"Chapin, Ashley Deanne",1573 Cavalry Drive,,Union,KY,41091,41091,38.967514,-84.668724,207,INFANT TO SCHOOL_AGE,881
BOONE,"Skidaddles, Inc.","Skidaddles, Inc.","Sams, Tiffany",8660 Banker's Street,,Florence,KY,41042,41042,39.006763,-84.65602,65,TODDLER TO SCHOOL_AGE,882
BOONE,"Children, Inc. ELC at Walton-Verona Elem","Children, Inc.","Bricking, Renee",15066 Porter Rd,,Verona,KY,41092,41092,38.82055,-84.67157,40,TWO_TO_SCHOOL TO SCHOOL_AGE,883
BOONE,Abby's Child Enrichment Center,"Abby's Child Enrichment Center, Inc.","Hill, Jessica Lou",11293 Grand National Boulevard,,Walton,KY,41094,41094,38.904857,-84.63508,125,INFANT TO SCHOOL_AGE,884
BOONE,The Children's House of Hebron,"The Children's House Of Hebron, Llc","Watters, Holly Renee ",2151 North Bend Road,,Hebron,KY,41048,41048,39.08782,-84.71184,240,TODDLER TO SCHOOL_AGE,885
BOONE,First Place Child Development Center,"First Place Child Development Center, Inc.","Mueller, Brynn C.",1130 Boone Aire Road,,Florence,KY,41042,41042,39.00817,-84.66521,124,INFANT TO SCHOOL_AGE,886
BOONE,Longbranch Elementary ASP,"Children, Inc.","Beane-Wright, Laura Michelle",2805 Longbranch Road,,Union,KY,41091,41091,38.9749,-84.71042,75,SCHOOL_AGE,887
BOONE,Erpenbeck EEC,"Children, Inc.","Bricking, Renee",9001 Wetherington Blvd.,,Florence,KY,41042,41042,38.968826,-84.66784,23,SCHOOL_AGE,888
BOONE,Yealey EEC,"Children, Inc.","Bricking, Renee",10 Yealey Drive,,Florence,KY,41042,41042,38.986645,-84.65989,20,SCHOOL_AGE,889
BOONE,Boone County Head Start Northern KY Community Action Commision,"Northern Kentucky Community Action Commision, Incorporated","Wolsing, Laurie Dunn",3261 Maplewood Drive,,Burlington,KY,41005,41005,39.03481,-84.734985,72,TWO_TO_SCHOOL,890
BOONE,"Children, Inc. Early Learning Center at Erpenbeck","Children, Inc.","Bricking, Renee",9001 Wetherington Blvd,,Florence,KY,41042,41042,38.968826,-84.66784,23,TWO_TO_SCHOOL,891
BOONE,Walton Learning Center,"Walton Learning Center, LLC","Saner, Jessica N",121 Brookwood Drive,,Walton,KY,41094,41094,38.88262,-84.6149,99,INFANT TO SCHOOL_AGE,892
BOONE,Rainbow Child Care Center,"Ree Midwest, Inc.","Thompson, Jessica",1404 Boone Aire Road,,Florence,KY,41042,41042,39.011635,-84.67375,99,INFANT TO SCHOOL_AGE,893
BOONE,Rainbow Child Care Center,"Ree Midwest, Inc.","Landgraf, Suzie Marie",7505 Oakbrook Road,,Florence,KY,41042,41042,38.991182,-84.695435,163,INFANT TO SCHOOL_AGE,894
BOONE,Thornwilde Elementary YMCA Kids,Young Men's Christian Association Of Greater Cincinnati,"Chapman, Tami",1760 Elmburn Lane,,Hebron,KY,41048,41048,39.086656,-84.712389,244,SCHOOL_AGE,895
BOONE,The Learning Zone Preschool,The Learning Zone Preschool Inc.,"Fryman, Donna Sue",6024 Rogers Lane,,Burlington,KY,41005,41005,39.026215,-84.72257,62,INFANT TO SCHOOL_AGE,896
BOONE,Tots University,Tots Llc,"Beal, Selena Anne",8415 Us Hwy 42,,Florence,KY,41042,41042,38.978535,-84.65557,97,INFANT TO SCHOOL_AGE,897
BOONE,Erpenbeck Elementary Afterschool Program,"Children, Inc.","Beane-Wright, Laura Michelle",9001 Wetherington Blvd.,,Florence,KY,41042,41042,38.968826,-84.66784,75,SCHOOL_AGE,898
BOONE,Stephens Elementary Afterschool Program,"Children, Inc.","Beane-Wright, Laura Michelle",5687 Hwy 237,,Burlington,KY,41005,41005,39.01521,-84.70288,75,SCHOOL_AGE,899
BOONE,Bengal Tots 24-7 Learning Center,"Bengal Tots 24 7 Learning Center, Llc","Blauvelt, Brianna Nicole",8045 Connector Dr.,,Florence,KY,41042,41042,38.989307,-84.652306,172,INFANT TO SCHOOL_AGE,900
BOONE,Hebron Learning Center,"Hebron Learning Center, LLC","Saner, Jessica N",2050 Barbara Drive,,Hebron,KY,41048,41048,39.069107,-84.70457,99,INFANT TO SCHOOL_AGE,901
BOONE,The Children's House of Union,"The Children's House Of Union, Llc","Sye, Katie J",8551 Us Highway 42,,Florence,KY,41042,41042,38.973915,-84.661026,178,INFANT TO SCHOOL_AGE,902
BOONE,Rainbow Child Care Center,Rainbow Child Care Center,"Fields, Nicole Denise",11247 Paddock,,Walton,KY,41094,41094,38.91687,-84.63567,182,INFANT TO SCHOOL_AGE,903
BOONE,Rainbow Child Care Center,Rainbow Child Care Center,"Rouse, Dana Nicole",7269 Burlington Pike,,Florence,KY,41042,41042,39.00167,-84.63235,111,INFANT TO SCHOOL_AGE,904
BOONE,Rainbow Child Care Center,Rainbow Child Care Center,"McGown, Doris Jean",8490 Old Toll Road,,Florence,KY,41042,41042,38.97532,-84.66124,250,INFANT TO SCHOOL_AGE,905
BOONE,Rainbow Child Care Center,Rainbow Child Care Center,"Blackburn, Kylene Dabney",2092 Medical Arts Drive,,Hebron,KY,41018,41018,39.078938,-84.70644,220,INFANT TO SCHOOL_AGE,906
BOONE,Ms. Tootie's Little Cuties,"Ms Tootie's Little Cuties, L.L.C.","Flege, Dena Courtney",32 North Main Street,,Walton,KY,41094,41094,38.865948,-84.61117,40,INFANT TO SCHOOL_AGE,907
BOONE,North Pointe Elementary YMCA Child Care,Young Men's Christian Association Of Greater Cincinnati,"Nooe, Rebecca Michelle",875 N Bend Road,,Hebron,KY,41048,41048,39.114273,-84.733505,200,TWO_TO_SCHOOL TO SCHOOL_AGE,908
CALDWELL,Southside Baptist Kindergarten & Preschool,"Southside Baptist Church Of Princeton, Kentucky, Incorporated","Wyatt, Martha Jane",205 Nichols Street,,Princeton,KY,42445,42445,37.10217,-87.87922,65,TWO_TO_SCHOOL,909
CALDWELL,Caldwell County Child Development Center,"Audubon Area Community Services, Inc.","Grant, Peggy Marie",350 Beckner Lane,,Princeton,KY,42445,42445,37.136367,-87.900529,8,INFANT TO TWO_TO_SCHOOL,910
CALLOWAY,First Baptist Church Mother's Day Out & Preschool,"First Baptist Church Of Murray, Kentucky, Inc.","Dunlap, Lauren Ann",203 South Fourth Street,,Murray,KY,42071,42071,36.609764,-88.30206,73,INFANT TO TWO_TO_SCHOOL,911
CALLOWAY,Apple Tree School,Linda Joyce Kilpatrick,"Kilpatrick, Linda Joyce",1503 Stadium View Drive,,Murray,KY,42071,42071,36.633434,-88.314316,99,INFANT TO SCHOOL_AGE,912
CALLOWAY,Kids' Company,Murray Independent School District,"Metz, Linda Catherine",111 Broach Avenue,,Murray,KY,42071,42071,36.607965,-88.32683,225,SCHOOL_AGE,913
CALLOWAY,Murray Early Head Start,Murray Independent School District,"Flores, Karen Amanda",Murray State University,110 Alexander Hall,Murray,KY,42071,42071,36.611445,-88.322261,16,INFANT TO TWO_TO_SCHOOL,914
CALLOWAY,Room To Grow Preschool,"Room To Grow Preschool, Llc","Warren, Trudy Allene",109 South 13th Street,,Murray,KY,42071,42071,36.61015,-88.31648,35,TWO_TO_SCHOOL,915
CALLOWAY,MMS Kid's Company,Murray Independent School District,"Metz, Linda Catherine",801 Main Street,,Murray,KY,42071,42071,36.610622,-88.308716,200,SCHOOL_AGE,916
CALLOWAY,Busy Bee's Child Care,"Busy Bee's Childcare, Inc.","Rudolph, Lisa",350 Utterback Road,,Murray,KY,42071,42071,36.638744,-88.315994,112,INFANT TO SCHOOL_AGE,917
CALLOWAY,Higher Praise Learning Center,"Higher Praise Ministries, Inc.","Pena-Clere, Phyllis Ann",5623 Highway 641 North,,Almo,KY,42020,42020,36.691201,-88.302799,49,INFANT TO TWO_TO_SCHOOL,918
CALLOWAY,Little Laker Harbour,Calloway County Board Of Education,"Barlow, Leisha Louise",2106 A College Farm Road,,Murray,KY,42071,42071,36.617672,-88.34248,60,TWO_TO_SCHOOL TO SCHOOL_AGE,919
CALLOWAY,Laker After School Educational Resource-East,Calloway County Board Of Education,"Barlow, Leisha Louise",1169 Pottertown Road,,Murray,KY,42071,42071,36.62448,-88.24237,100,SCHOOL_AGE,920
CALLOWAY,Laker After School Educational Resource-Southwest,Calloway County Board Of Education,"Barlow, Leisha Louise",3426 Wiswell Road West,,Murray,KY,42071,42071,36.584,-88.384415,100,SCHOOL_AGE,921
CALLOWAY,Laker After School Educational Resource-North Elementary,Calloway County Board Of Education,"Barlow, Leisha Louise",2928 Brinn Road,,Murray,KY,42071,42071,36.652485,-88.32425,194,SCHOOL_AGE,922
CALLOWAY,Shining Stars Daycare,"Shining Stars Daycare, Llc","Hornbuckle Jr., Thomas Wilson",309 Chestnut Street,,Murray,KY,42071,42071,36.61745,-88.30091,34,INFANT TO SCHOOL_AGE,923
CALLOWAY,Kingdom Kids Learning Center,"Westside Baptist Church Of Murray, Kentucky, Inc.","Emerson, Leslie",207 Robertson Road South,,Murray,KY,42071,42071,36.602257,-88.35195,128,INFANT TO TWO_TO_SCHOOL,924
CALLOWAY,Creative Beginnings Early Learning School,Creative Beginnings Early Learning School Llc,"Johnson, Kathleen Ann",905 Poplar St,,Murray,KY,42071,42071,36.608597,-88.31082,97,INFANT TO SCHOOL_AGE,925
CALLOWAY,Christian Childcare Center,Elsie Helen Renfroe,"Baranovic, Miroslava Marinova",810 Whitnell Avenue,,Murray,KY,42071,42071,36.598637,-88.31782,38,INFANT TO TWO_TO_SCHOOL,926
CALLOWAY,Lily Pad Learning Center,Lily Pad Learning Center LLC,"Belcher, Amy Danielle",701 South 4th Street,,Murray,KY,42701,42701,36.598763,-88.303375,100,INFANT TO SCHOOL_AGE,927
CALLOWAY,Kidz Korner Learning Center,Sinking Spring Baptist Church,"Clendenen, Shannon LaShea",4185 Wiswell Road,,Murray,KY,42071,42071,36.581116,-88.39753,40,INFANT TO SCHOOL_AGE,928
CAMPBELL,Northern Kentucky Community Action Commission Head Start,"Northern Kentucky Community Action Commision, Incorporated","Wolsing, Laurie Dunn",502 West 9th Street,,Newport,KY,41071,41071,39.083555,-84.498602,152,INFANT TO SCHOOL_AGE,929
CAMPBELL,Bright Days Child Development Center,"Brighton Center, Inc.","Eggleston, Carol Jean",706 Park Avenue,,Newport,KY,41071,41071,39.09323,-84.48676,145,INFANT TO SCHOOL_AGE,930
CAMPBELL,Basic Trust Child Care Center,"Basic Trust Child Care Center, Inc.","Courter, Roberta Margaret ",6699 Alexandria Pike,,Alexandria,KY,41001,41001,38.98668,-84.404045,218,INFANT TO SCHOOL_AGE,931
CAMPBELL,Care Bear Day Care Center,"Care Bear Day Care Center, Inc.","Muench, Patty Ann",400 Vine Street,,Dayton,KY,41074,41074,39.11172,-84.47812,163,INFANT TO SCHOOL_AGE,932
CAMPBELL,Johnson Elementary After School Program,Young Men's Christian Association Of Greater Cincinnati,"Berberich, Jessica Renae",1180 Cliffview & N. Ft. Thomas Ave.,,Ft. Thomas,KY,41075,41075,39.0634,-84.447954,60,SCHOOL_AGE,933
CAMPBELL,Moyer Elementary School After School Program,Young Men's Christian Association Of Greater Cincinnati,"Berberich, Jessica Renae",219 Highland Avenue,,Ft. Thomas,KY,41075,41075,39.076698,-84.453229,64,SCHOOL_AGE,934
CAMPBELL,Woodfill Elementary After School Program Campbell County YMCA,Young Men's Christian Association Of Greater Cincinnati,"Berberich, Jessica Renae",1025 Alexandria Pike,,Ft. Thomas,KY,41075,41075,39.061103,-84.452289,51,SCHOOL_AGE,935
CAMPBELL,Dayton Independent Youth Center,Dayton Independent School District Finance Corporation,"Cook-Kiefer, Heather",999 Vine Street,,Dayton,KY,41074,41074,39.107655,-84.47383,20,INFANT TO TWO_TO_SCHOOL,936
CAMPBELL,King's Kids Child Development Center,"King's Kids, Inc.","Pugh, Micah Jordan",2110 Alexandria Pike,,Newport,KY,41071,41071,39.077377,-84.47875,122,INFANT TO SCHOOL_AGE,937
CAMPBELL,Abby's Child Enrichment Center,"Abby's Child Enrichment Center, Inc.","Campbell, Jamie Marie",2907 Alexandria Pike,,Highland Heights,KY,41076,41076,39.031234,-84.452014,97,INFANT TO SCHOOL_AGE,938
CAMPBELL,Child Development Play-Care,"Play-care Center, Inc.","Bankemper, Gilberta Sue",23 East Villa Place,,Ft. Thomas,KY,41075,41075,39.07284,-84.4462,125,INFANT TO SCHOOL_AGE,939
CAMPBELL,Walnut Hills Academy,Beth Alane Sparks,"Price, Shelley Elizabeth",5696 East Alexandria Pike,Building C,Cold Spring,KY,41076,41076,39.019867,-84.429535,99,TODDLER TO SCHOOL_AGE,940
CAMPBELL,St. Thomas Pre-School,"St. Thomas Parish Of The Diocese Of Covington, Ky","Weyer, Kimberley Elizabeth",428 South Fort Thomas Avenue,,Ft. Thomas,KY,41075,41075,39.073727,-84.44714,20,TWO_TO_SCHOOL,941
CAMPBELL,Abby's Child Enrichment Center,"Abby's Child Enrichment Center, Inc.","Pracht, Bridget Duty",29 Churchill Drive,,Ft. Thomas,KY,41075,41075,39.080444,-84.46585,140,INFANT TO SCHOOL_AGE,942
CAMPBELL,Holy Spirit Child Development Center,Holy Trinity School,"Mabrey, Michele Marie",840 Washington Ave,,Newport,KY,41071,41071,39.090332,-84.48841,129,INFANT TO SCHOOL_AGE,943
